image,flight_key,frame_idx,n_boxes,classes,quality_flag,manifest_quality,review_provenance,occ_deployed_pct
S3_A_hoverpairs_f000270.jpg,S3_A_hoverpairs,270,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000276.jpg,S3_A_hoverpairs,276,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000282.jpg,S3_A_hoverpairs,282,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000288.jpg,S3_A_hoverpairs,288,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000294.jpg,S3_A_hoverpairs,294,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000300.jpg,S3_A_hoverpairs,300,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000306.jpg,S3_A_hoverpairs,306,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000312.jpg,S3_A_hoverpairs,312,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000318.jpg,S3_A_hoverpairs,318,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000324.jpg,S3_A_hoverpairs,324,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000330.jpg,S3_A_hoverpairs,330,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000336.jpg,S3_A_hoverpairs,336,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000342.jpg,S3_A_hoverpairs,342,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000348.jpg,S3_A_hoverpairs,348,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000354.jpg,S3_A_hoverpairs,354,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000360.jpg,S3_A_hoverpairs,360,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000366.jpg,S3_A_hoverpairs,366,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000372.jpg,S3_A_hoverpairs,372,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000378.jpg,S3_A_hoverpairs,378,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000384.jpg,S3_A_hoverpairs,384,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000390.jpg,S3_A_hoverpairs,390,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000396.jpg,S3_A_hoverpairs,396,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000402.jpg,S3_A_hoverpairs,402,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000408.jpg,S3_A_hoverpairs,408,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000414.jpg,S3_A_hoverpairs,414,0,none,bad_frame,ok,human_confirmed,
S3_A_hoverpairs_f000420.jpg,S3_A_hoverpairs,420,0,none,bad_frame,ok,human_confirmed,
S3_A_hoverpairs_f000426.jpg,S3_A_hoverpairs,426,0,none,bad_frame,ok,human_confirmed,
S3_A_hoverpairs_f000432.jpg,S3_A_hoverpairs,432,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000438.jpg,S3_A_hoverpairs,438,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000444.jpg,S3_A_hoverpairs,444,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000450.jpg,S3_A_hoverpairs,450,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000456.jpg,S3_A_hoverpairs,456,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000462.jpg,S3_A_hoverpairs,462,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000468.jpg,S3_A_hoverpairs,468,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000474.jpg,S3_A_hoverpairs,474,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000480.jpg,S3_A_hoverpairs,480,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000486.jpg,S3_A_hoverpairs,486,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000492.jpg,S3_A_hoverpairs,492,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000498.jpg,S3_A_hoverpairs,498,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000504.jpg,S3_A_hoverpairs,504,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000510.jpg,S3_A_hoverpairs,510,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000516.jpg,S3_A_hoverpairs,516,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000522.jpg,S3_A_hoverpairs,522,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000528.jpg,S3_A_hoverpairs,528,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000534.jpg,S3_A_hoverpairs,534,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000540.jpg,S3_A_hoverpairs,540,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000546.jpg,S3_A_hoverpairs,546,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000552.jpg,S3_A_hoverpairs,552,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000558.jpg,S3_A_hoverpairs,558,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000564.jpg,S3_A_hoverpairs,564,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000570.jpg,S3_A_hoverpairs,570,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000576.jpg,S3_A_hoverpairs,576,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000582.jpg,S3_A_hoverpairs,582,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000588.jpg,S3_A_hoverpairs,588,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000594.jpg,S3_A_hoverpairs,594,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000600.jpg,S3_A_hoverpairs,600,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000606.jpg,S3_A_hoverpairs,606,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000612.jpg,S3_A_hoverpairs,612,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000618.jpg,S3_A_hoverpairs,618,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000624.jpg,S3_A_hoverpairs,624,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000630.jpg,S3_A_hoverpairs,630,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000636.jpg,S3_A_hoverpairs,636,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000642.jpg,S3_A_hoverpairs,642,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000648.jpg,S3_A_hoverpairs,648,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000654.jpg,S3_A_hoverpairs,654,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000660.jpg,S3_A_hoverpairs,660,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000666.jpg,S3_A_hoverpairs,666,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000672.jpg,S3_A_hoverpairs,672,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000678.jpg,S3_A_hoverpairs,678,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000684.jpg,S3_A_hoverpairs,684,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000690.jpg,S3_A_hoverpairs,690,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000696.jpg,S3_A_hoverpairs,696,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000702.jpg,S3_A_hoverpairs,702,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000708.jpg,S3_A_hoverpairs,708,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000714.jpg,S3_A_hoverpairs,714,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000720.jpg,S3_A_hoverpairs,720,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000726.jpg,S3_A_hoverpairs,726,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000732.jpg,S3_A_hoverpairs,732,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000738.jpg,S3_A_hoverpairs,738,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000744.jpg,S3_A_hoverpairs,744,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000750.jpg,S3_A_hoverpairs,750,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000756.jpg,S3_A_hoverpairs,756,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000762.jpg,S3_A_hoverpairs,762,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000768.jpg,S3_A_hoverpairs,768,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000774.jpg,S3_A_hoverpairs,774,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000780.jpg,S3_A_hoverpairs,780,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000786.jpg,S3_A_hoverpairs,786,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000792.jpg,S3_A_hoverpairs,792,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000798.jpg,S3_A_hoverpairs,798,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000804.jpg,S3_A_hoverpairs,804,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000810.jpg,S3_A_hoverpairs,810,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000816.jpg,S3_A_hoverpairs,816,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000822.jpg,S3_A_hoverpairs,822,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000828.jpg,S3_A_hoverpairs,828,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000834.jpg,S3_A_hoverpairs,834,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000840.jpg,S3_A_hoverpairs,840,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000846.jpg,S3_A_hoverpairs,846,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000852.jpg,S3_A_hoverpairs,852,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000858.jpg,S3_A_hoverpairs,858,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000864.jpg,S3_A_hoverpairs,864,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000870.jpg,S3_A_hoverpairs,870,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000876.jpg,S3_A_hoverpairs,876,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000882.jpg,S3_A_hoverpairs,882,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000888.jpg,S3_A_hoverpairs,888,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000894.jpg,S3_A_hoverpairs,894,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000900.jpg,S3_A_hoverpairs,900,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000906.jpg,S3_A_hoverpairs,906,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000912.jpg,S3_A_hoverpairs,912,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000918.jpg,S3_A_hoverpairs,918,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000924.jpg,S3_A_hoverpairs,924,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000930.jpg,S3_A_hoverpairs,930,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000936.jpg,S3_A_hoverpairs,936,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000942.jpg,S3_A_hoverpairs,942,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000948.jpg,S3_A_hoverpairs,948,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000954.jpg,S3_A_hoverpairs,954,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000960.jpg,S3_A_hoverpairs,960,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f000966.jpg,S3_A_hoverpairs,966,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,0
S3_A_hoverpairs_f000972.jpg,S3_A_hoverpairs,972,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,0
S3_A_hoverpairs_f000978.jpg,S3_A_hoverpairs,978,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,0
S3_A_hoverpairs_f000984.jpg,S3_A_hoverpairs,984,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,0
S3_A_hoverpairs_f000990.jpg,S3_A_hoverpairs,990,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,0
S3_A_hoverpairs_f000996.jpg,S3_A_hoverpairs,996,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,0
S3_A_hoverpairs_f001002.jpg,S3_A_hoverpairs,1002,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,0
S3_A_hoverpairs_f001008.jpg,S3_A_hoverpairs,1008,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,0
S3_A_hoverpairs_f001014.jpg,S3_A_hoverpairs,1014,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,0
S3_A_hoverpairs_f001020.jpg,S3_A_hoverpairs,1020,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,0
S3_A_hoverpairs_f001026.jpg,S3_A_hoverpairs,1026,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,0
S3_A_hoverpairs_f001032.jpg,S3_A_hoverpairs,1032,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f001038.jpg,S3_A_hoverpairs,1038,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f001044.jpg,S3_A_hoverpairs,1044,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f001050.jpg,S3_A_hoverpairs,1050,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f001056.jpg,S3_A_hoverpairs,1056,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f001062.jpg,S3_A_hoverpairs,1062,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f001068.jpg,S3_A_hoverpairs,1068,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f001074.jpg,S3_A_hoverpairs,1074,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f001080.jpg,S3_A_hoverpairs,1080,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f001086.jpg,S3_A_hoverpairs,1086,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,
S3_A_hoverpairs_f001092.jpg,S3_A_hoverpairs,1092,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,0
S3_A_hoverpairs_f001098.jpg,S3_A_hoverpairs,1098,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,0
S3_A_hoverpairs_f001104.jpg,S3_A_hoverpairs,1104,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,0
S3_A_hoverpairs_f001110.jpg,S3_A_hoverpairs,1110,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,0
S3_A_hoverpairs_f001116.jpg,S3_A_hoverpairs,1116,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,0
S3_A_hoverpairs_f001122.jpg,S3_A_hoverpairs,1122,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,0
S3_A_hoverpairs_f001128.jpg,S3_A_hoverpairs,1128,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,0
S3_A_hoverpairs_f001134.jpg,S3_A_hoverpairs,1134,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,0
S3_A_hoverpairs_f001140.jpg,S3_A_hoverpairs,1140,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,0
S3_A_hoverpairs_f001146.jpg,S3_A_hoverpairs,1146,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,0
S3_A_hoverpairs_f001152.jpg,S3_A_hoverpairs,1152,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,0
S3_A_hoverpairs_f001158.jpg,S3_A_hoverpairs,1158,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,0
S3_A_hoverpairs_f001164.jpg,S3_A_hoverpairs,1164,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,human_confirmed,0
