epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
37,5330.71,0.73332,0.35242,0.88264,0.89274,0.89545,0.9278,0.6444,1.14568,0.52431,1.04442,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,5455.9,0.72654,0.35069,0.87463,0.87709,0.88464,0.91724,0.63771,1.16325,0.53917,1.04283,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,5580.24,0.71673,0.34294,0.87578,0.87121,0.90188,0.91071,0.63552,1.18652,0.55571,1.05666,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,5705.22,0.72287,0.34452,0.87564,0.87502,0.88732,0.91524,0.63709,1.17098,0.55033,1.04167,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,5830.92,0.71543,0.34181,0.87402,0.86269,0.88942,0.91761,0.64513,1.14089,0.57701,1.04161,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,5955.82,0.71535,0.34154,0.87341,0.88325,0.87444,0.91098,0.63464,1.16073,0.55287,1.04749,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,6080.33,0.71068,0.3382,0.8727,0.91361,0.85204,0.91511,0.64822,1.12282,0.5302,1.01979,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,6204.94,0.70792,0.33914,0.86919,0.88766,0.88807,0.92025,0.64502,1.13251,0.53748,1.03216,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,6329.94,0.70003,0.33379,0.86959,0.8599,0.8941,0.91638,0.6499,1.10536,0.54033,1.02861,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,6454.68,0.7063,0.33617,0.87227,0.89734,0.87576,0.92347,0.65303,1.106,0.56276,1.02536,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,6580.77,0.70672,0.335,0.87135,0.90646,0.86406,0.92461,0.6506,1.09896,0.50899,1.02382,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,6706.54,0.69949,0.33305,0.86993,0.90099,0.86461,0.91497,0.64642,1.12847,0.53106,1.04395,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,6835.72,0.69996,0.33068,0.87012,0.86206,0.86417,0.89919,0.63359,1.17856,0.55377,1.07198,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,6977,0.6938,0.3287,0.87033,0.87585,0.87233,0.91279,0.64312,1.15385,0.54003,1.05814,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,7117.02,0.69879,0.32981,0.87128,0.8752,0.88155,0.908,0.63844,1.1461,0.5596,1.04875,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,7248.36,0.68319,0.32581,0.86333,0.87014,0.88318,0.91962,0.65087,1.0975,0.53894,1.02424,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,7379.43,0.69076,0.32594,0.86814,0.87763,0.89318,0.92,0.64654,1.12279,0.52119,1.03043,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,7504.9,0.68809,0.32417,0.86771,0.87725,0.90294,0.91869,0.64708,1.11736,0.52062,1.02807,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,7629.3,0.67956,0.32089,0.86367,0.90669,0.86928,0.91256,0.64344,1.1247,0.55773,1.04003,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,7754.1,0.68111,0.32104,0.86544,0.89246,0.8798,0.91755,0.64964,1.10977,0.53886,1.03143,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,7878.67,0.67889,0.31921,0.86265,0.89631,0.88123,0.90993,0.64479,1.12324,0.54447,1.03893,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,8003.12,0.68015,0.32099,0.86574,0.91229,0.86172,0.91321,0.64374,1.12063,0.53522,1.03426,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,8128.35,0.67814,0.31688,0.86765,0.88822,0.89053,0.92157,0.64833,1.10494,0.53656,1.0315,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,8254.12,0.67668,0.31615,0.86391,0.89554,0.88957,0.9193,0.65114,1.10448,0.52685,1.03763,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,8379.42,0.68,0.31838,0.86478,0.88109,0.89405,0.91432,0.64481,1.12054,0.52176,1.0486,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,8504.33,0.67398,0.31442,0.86167,0.89574,0.86921,0.91316,0.64176,1.13727,0.52582,1.05221,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,8629.01,0.66635,0.31199,0.86194,0.89034,0.8835,0.9137,0.63612,1.1589,0.53951,1.06469,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,8753.48,0.66027,0.31001,0.85782,0.87222,0.8897,0.91083,0.64166,1.13563,0.55001,1.05352,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,8878.17,0.65476,0.30798,0.85738,0.88853,0.88123,0.91096,0.63972,1.14227,0.54152,1.05342,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,9004.08,0.6594,0.30845,0.86065,0.87756,0.88725,0.9063,0.63806,1.12957,0.55508,1.05002,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,9129.7,0.65882,0.30728,0.86102,0.89265,0.88928,0.91812,0.64369,1.11813,0.54283,1.04525,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,9254.27,0.65926,0.30562,0.86155,0.88813,0.88508,0.91392,0.64524,1.12965,0.54398,1.05,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,9378.81,0.65479,0.30442,0.86055,0.87485,0.8992,0.9194,0.65125,1.12105,0.52925,1.04675,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,9503.65,0.65666,0.30488,0.86108,0.87101,0.89792,0.91886,0.65076,1.11918,0.52775,1.04601,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,9628.83,0.65281,0.30296,0.85992,0.86383,0.90059,0.91813,0.64919,1.12476,0.52886,1.05048,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,9755.4,0.65385,0.30129,0.86017,0.86961,0.90677,0.91682,0.64481,1.13567,0.53325,1.04924,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,9882.46,0.64644,0.2994,0.8607,0.87458,0.89702,0.9146,0.64341,1.1346,0.52822,1.05007,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,10011.3,0.63932,0.29647,0.85564,0.89614,0.88341,0.91914,0.64762,1.12534,0.51781,1.04712,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,10156.7,0.65092,0.29848,0.85922,0.87799,0.89887,0.92124,0.6498,1.12664,0.5199,1.04989,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,10282.8,0.64923,0.29714,0.85878,0.88216,0.90023,0.91627,0.64708,1.13354,0.51697,1.05625,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
