epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
31,6725.57,0.77578,0.37487,1.05473,0.83717,0.87924,0.9014,0.62838,1.19664,0.59501,1.48055,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
32,6934.61,0.77332,0.37155,1.04839,0.85147,0.87982,0.90488,0.63421,1.17063,0.61162,1.46905,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,7223.61,0.77313,0.3706,1.04667,0.85826,0.85313,0.87673,0.61714,1.25618,0.59311,1.54584,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,7497.59,0.77033,0.36645,1.04883,0.87685,0.84569,0.89676,0.62449,1.2189,0.59489,1.49411,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,7705.93,0.76116,0.36539,1.04331,0.89644,0.82498,0.88634,0.62478,1.24769,0.56965,1.55424,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,7915.29,0.76685,0.36671,1.0484,0.86981,0.83244,0.86678,0.6116,1.27221,0.56833,1.55738,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,8124.27,0.75664,0.36197,1.0404,0.87934,0.86307,0.90213,0.62192,1.23723,0.55585,1.51486,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,8332.73,0.75419,0.35796,1.04035,0.83483,0.88697,0.89513,0.62877,1.22372,0.57789,1.53321,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,8542.91,0.75313,0.36025,1.03961,0.90824,0.80919,0.90517,0.62872,1.21507,0.5671,1.50448,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,8867.88,0.74625,0.35628,1.04031,0.90072,0.79779,0.86948,0.6178,1.26198,0.57688,1.5841,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,9077.27,0.74536,0.35372,1.03836,0.89498,0.83188,0.89635,0.62739,1.21548,0.55188,1.50656,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,9286.79,0.75222,0.35551,1.04064,0.87709,0.85196,0.88707,0.62281,1.23327,0.60597,1.52141,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,9497.85,0.74246,0.35197,1.03426,0.87861,0.87315,0.90327,0.63188,1.21636,0.54816,1.51232,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,9709.41,0.74224,0.35071,1.03456,0.90168,0.80521,0.8814,0.62117,1.25685,0.56009,1.54701,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,9918.87,0.73838,0.34858,1.03125,0.87481,0.87834,0.91531,0.63965,1.18931,0.53336,1.49291,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,10129.9,0.74317,0.34852,1.03229,0.91357,0.83231,0.90166,0.62912,1.22751,0.54404,1.55725,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,10340.7,0.73222,0.34368,1.02607,0.84939,0.8905,0.90343,0.63151,1.1833,0.54923,1.48326,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,10550.7,0.7345,0.34447,1.02282,0.8444,0.88971,0.90234,0.63265,1.18037,0.5388,1.49134,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,10761.3,0.7201,0.33947,1.02688,0.84877,0.88155,0.89606,0.62967,1.21327,0.57148,1.51175,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,10970.7,0.72864,0.34094,1.02604,0.89688,0.8361,0.87953,0.6253,1.21732,0.57749,1.53875,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,11181,0.72408,0.33857,1.02685,0.85651,0.87989,0.8986,0.6313,1.19446,0.58578,1.47095,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,11390.9,0.7214,0.3364,1.01667,0.86624,0.86407,0.88946,0.63037,1.19957,0.54976,1.49103,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,11601.4,0.72043,0.33715,1.01992,0.83828,0.87273,0.88561,0.62974,1.19303,0.56577,1.49651,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,11811,0.72103,0.33514,1.02041,0.86758,0.88377,0.9002,0.62634,1.19373,0.54012,1.51299,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,12021.1,0.71735,0.33595,1.02287,0.86558,0.88534,0.90569,0.63371,1.18467,0.57168,1.50617,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,12231,0.71234,0.33285,1.01332,0.86652,0.87239,0.89864,0.63342,1.18987,0.54537,1.49143,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,12440.9,0.7087,0.32944,1.01762,0.85584,0.868,0.89925,0.63343,1.19617,0.54259,1.50401,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,12650.8,0.70429,0.32719,1.01405,0.87269,0.86845,0.89823,0.62858,1.21462,0.53892,1.53284,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,12861.6,0.712,0.32987,1.01615,0.8698,0.86252,0.89016,0.62609,1.22854,0.53726,1.54064,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,13070.6,0.71491,0.32951,1.01647,0.86087,0.88431,0.90308,0.63551,1.19475,0.53036,1.50087,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,13281.1,0.69952,0.32313,1.00932,0.89457,0.84935,0.89897,0.6309,1.19203,0.54512,1.48993,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,13491.2,0.69948,0.32066,1.00379,0.86872,0.87807,0.9018,0.63088,1.18948,0.53139,1.48824,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,13700.8,0.69573,0.32025,1.00749,0.88172,0.86435,0.90217,0.63462,1.19338,0.53505,1.49035,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,13910.4,0.69921,0.32086,1.0065,0.85846,0.86612,0.89014,0.62956,1.21224,0.54987,1.51662,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,14122.1,0.69557,0.31895,1.00534,0.86811,0.8612,0.88908,0.62771,1.21629,0.55998,1.53275,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,14338.8,0.69327,0.31925,1.00495,0.8627,0.87634,0.89398,0.62618,1.21718,0.55914,1.54322,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,14552.4,0.69704,0.31632,1.01197,0.87046,0.86696,0.89179,0.62941,1.20433,0.54249,1.5136,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,14776.2,0.69289,0.31571,1.00719,0.87774,0.86672,0.89885,0.63443,1.19737,0.53479,1.5109,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,14999.5,0.68429,0.31149,1.00087,0.85867,0.87469,0.88872,0.62878,1.20666,0.54067,1.51775,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,15217.1,0.68557,0.31407,1.00208,0.86827,0.86373,0.89182,0.62817,1.20925,0.54338,1.52283,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,15429.7,0.68571,0.31414,1.00546,0.87687,0.85398,0.88699,0.62663,1.21132,0.54415,1.52361,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,15642.6,0.68535,0.31181,1.00374,0.89328,0.84668,0.89218,0.62718,1.21427,0.54638,1.534,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,15856.2,0.68535,0.31209,1.00317,0.87416,0.86497,0.88204,0.62333,1.22317,0.54965,1.54662,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,16068,0.68203,0.30928,0.99519,0.85788,0.88157,0.89802,0.6297,1.199,0.53767,1.52063,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,16281.5,0.6736,0.30632,0.99726,0.85461,0.86987,0.89409,0.62997,1.19759,0.5404,1.52521,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
