epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
20,2531.37,0.71387,0.35154,0.88065,0.8805,0.90529,0.92285,0.64355,1.1675,0.54983,1.05698,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
21,2660.9,0.71869,0.35079,0.88205,0.8492,0.88908,0.91656,0.63577,1.18567,0.58468,1.07222,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
22,2917.15,0.70614,0.34556,0.87618,0.86319,0.91254,0.93249,0.6556,1.11887,0.5255,1.0295,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
23,3149.15,0.71175,0.34409,0.87703,0.87227,0.91085,0.9308,0.65023,1.1215,0.52962,1.03715,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
24,3291.08,0.70398,0.34145,0.8751,0.88736,0.89543,0.91708,0.6359,1.2007,0.54963,1.06632,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
25,3416.77,0.70126,0.34016,0.87623,0.87463,0.89761,0.90963,0.62961,1.21161,0.5608,1.06436,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
26,3542.09,0.70315,0.34063,0.87777,0.86438,0.87467,0.91003,0.6364,1.18089,0.58702,1.05791,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
27,3667.5,0.69943,0.33831,0.87448,0.88421,0.88463,0.90023,0.63228,1.20794,0.57304,1.09011,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
28,3794.16,0.69544,0.33608,0.87606,0.90982,0.89014,0.92398,0.64232,1.17404,0.53084,1.0536,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
29,3920.44,0.69307,0.33585,0.8755,0.89401,0.8952,0.91636,0.64199,1.15087,0.55964,1.05339,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
30,4045.67,0.69043,0.33484,0.87283,0.87292,0.89259,0.91962,0.64563,1.15556,0.54835,1.05063,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
31,4171.09,0.69197,0.33191,0.87176,0.88167,0.88918,0.92803,0.64509,1.16054,0.53247,1.05208,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
32,4296.38,0.68704,0.33041,0.87249,0.89537,0.89469,0.92653,0.64963,1.12474,0.52921,1.04244,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,4422.06,0.68531,0.32889,0.86729,0.8906,0.90581,0.93787,0.65486,1.11066,0.52322,1.03856,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,4547.11,0.67155,0.32336,0.86358,0.87861,0.89041,0.914,0.64154,1.16758,0.55174,1.06789,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,4672.23,0.6784,0.32614,0.86582,0.8935,0.89581,0.92447,0.64756,1.15803,0.53031,1.05574,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,4797.23,0.67298,0.32239,0.86553,0.90534,0.89596,0.93171,0.65421,1.13156,0.50317,1.03402,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,4922.75,0.66159,0.31807,0.86613,0.9134,0.88266,0.91493,0.64132,1.16536,0.54566,1.06221,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,5088.99,0.67118,0.32351,0.86493,0.90924,0.88597,0.91948,0.64473,1.17697,0.54025,1.0675,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,5214.62,0.6665,0.31841,0.86543,0.8911,0.88503,0.90766,0.63766,1.19237,0.55448,1.06919,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,5340.44,0.66452,0.31762,0.86665,0.90596,0.88207,0.924,0.64644,1.14582,0.5335,1.04891,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,5466.11,0.65688,0.31022,0.86466,0.8984,0.89847,0.92389,0.64656,1.16318,0.53152,1.05121,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,5592.58,0.65792,0.31303,0.86349,0.89158,0.87802,0.91694,0.64739,1.13714,0.5511,1.05157,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,5718.6,0.65047,0.30819,0.86019,0.89868,0.88704,0.9072,0.63353,1.17806,0.55469,1.07618,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,5845.7,0.65885,0.31165,0.86283,0.90831,0.89701,0.91935,0.64275,1.16004,0.52602,1.04771,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,5971.51,0.65294,0.30927,0.86177,0.89483,0.88101,0.91778,0.64386,1.14249,0.54351,1.04818,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,6097.24,0.64281,0.30273,0.85867,0.91255,0.87371,0.92416,0.65012,1.14319,0.52452,1.0509,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,6234.16,0.64533,0.30588,0.85845,0.89017,0.87938,0.90355,0.63648,1.18118,0.54199,1.07747,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,6363.86,0.65041,0.30824,0.86069,0.90688,0.91432,0.93563,0.65126,1.14319,0.51097,1.04575,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,6503.01,0.65168,0.30676,0.86062,0.89476,0.91545,0.93073,0.64845,1.15027,0.52481,1.04611,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,6629.79,0.64403,0.30411,0.85943,0.90135,0.87965,0.91784,0.63913,1.17812,0.54549,1.06633,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,6754.77,0.63289,0.29806,0.85676,0.89188,0.89121,0.92669,0.65174,1.12135,0.52622,1.04658,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,6881.92,0.64545,0.3016,0.86074,0.90362,0.88761,0.92707,0.65405,1.12336,0.52607,1.04738,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
