image,flight_key,stem,role,frame_idx,t_rel,tof_cm,height_cm,yaw_deg,pitch_deg,roll_deg,battery_pct,aruco_px,gsd_at_mat_mm_px,is_anchor,segment,occ_strip_mm,occ_deployed_pct,occ_realised_pct,usable,has_car,sharpness,green_frac,quality
S3_A_hoverpairs_f000078.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,78,4.513,10,0,0,0,0,100,,,0,transitional,,,,0,1,95.5,0.0000,ok
S3_A_hoverpairs_f000084.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,84,4.784,10,0,0,0,0,100,,,0,transitional,,,,0,1,93.8,0.0000,ok
S3_A_hoverpairs_f000090.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,90,5.052,10,0,0,0,0,100,,,0,transitional,,,,0,1,94.4,0.0000,ok
S3_A_hoverpairs_f000096.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,96,5.306,10,0,0,0,0,100,,,0,transitional,,,,0,1,108.1,0.0000,ok
S3_A_hoverpairs_f000102.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,102,5.560,10,0,0,0,0,100,,,0,transitional,,,,0,1,93.4,0.0000,ok
S3_A_hoverpairs_f000108.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,108,5.836,10,0,0,0,0,100,,,0,transitional,,,,0,1,94.6,0.0000,ok
S3_A_hoverpairs_f000114.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,114,10.565,10,0,0,0,0,100,,,0,transitional,,,,0,1,99.7,0.0000,ok
S3_A_hoverpairs_f000120.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,120,10.792,10,0,0,0,0,100,,,0,transitional,,,,0,1,103.1,0.0000,ok
S3_A_hoverpairs_f000126.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,126,11.093,10,0,0,0,0,100,,,0,transitional,,,,0,1,99.0,0.0000,ok
S3_A_hoverpairs_f000132.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,132,11.396,10,0,0,0,0,100,,,0,transitional,,,,0,1,99.8,0.0000,ok
S3_A_hoverpairs_f000138.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,138,11.802,10,0,0,0,0,100,,,0,transitional,,,,0,1,99.5,0.0000,ok
S3_A_hoverpairs_f000144.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,144,13.630,10,0,0,0,0,100,,,0,transitional,,,,0,1,99.7,0.0000,ok
S3_A_hoverpairs_f000150.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,150,13.888,10,0,0,0,0,100,,,0,transitional,,,,0,1,96.5,0.0000,ok
S3_A_hoverpairs_f000156.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,156,14.268,10,0,0,0,0,100,,,0,transitional,,,,0,1,99.4,0.0000,ok
S3_A_hoverpairs_f000162.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,162,14.767,10,0,0,0,0,100,,,0,transitional,,,,0,1,99.8,0.0000,ok
S3_A_hoverpairs_f000168.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,168,15.072,10,0,0,0,0,100,,,0,transitional,,,,0,1,99.1,0.0000,ok
S3_A_hoverpairs_f000174.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,174,15.378,10,0,0,0,0,100,,,0,transitional,,,,0,1,99.8,0.0000,ok
S3_A_hoverpairs_f000180.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,180,15.611,10,0,0,0,0,100,,,0,transitional,,,,0,1,78.9,0.0000,ok
S3_A_hoverpairs_f000186.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,186,15.903,14,0,0,1,1,100,,,0,transitional,,,,0,1,82.3,0.0000,ok
S3_A_hoverpairs_f000192.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,192,16.125,41,10,0,1,1,100,,,0,transitional,,,,0,1,103.1,0.0000,ok
S3_A_hoverpairs_f000198.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,198,16.442,65,30,0,0,2,100,,,0,transitional,,,,0,1,127.7,0.0000,ok
S3_A_hoverpairs_f000204.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,204,16.661,70,30,0,0,0,100,,,0,transitional,,,,0,1,141.3,0.0000,ok
S3_A_hoverpairs_f000210.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,210,16.990,85,40,0,0,1,100,,,0,transitional,,,,0,1,152.7,0.0000,ok
S3_A_hoverpairs_f000216.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,216,17.221,95,40,0,0,1,100,,,0,transitional,,,,0,1,153.6,0.0000,ok
S3_A_hoverpairs_f000222.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,222,17.524,101,50,-1,0,1,100,,,0,transitional,,,,0,1,143.8,0.0000,ok
S3_A_hoverpairs_f000228.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,228,17.829,103,50,0,0,1,100,,,0,transitional,,,,0,1,166.9,0.0000,ok
S3_A_hoverpairs_f000234.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,234,18.074,100,50,0,1,1,100,,,0,transitional,,,,0,1,167.7,0.0000,ok
S3_A_hoverpairs_f000240.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,240,18.372,96,50,0,0,1,100,,,0,transitional,,,,0,1,169.4,0.0000,ok
S3_A_hoverpairs_f000246.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,246,18.685,91,50,0,1,2,100,,,0,transitional,,,,0,1,170.3,0.0000,ok
S3_A_hoverpairs_f000252.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,252,18.995,87,50,0,1,2,100,,,0,transitional,,,,0,1,332.6,0.0000,ok
S3_A_hoverpairs_f000258.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,258,19.328,85,40,0,1,2,100,,,0,transitional,,,,0,1,289.6,0.0000,ok
S3_A_hoverpairs_f000264.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,264,19.637,77,40,0,0,2,100,,,0,transitional,,,,0,1,240.1,0.0000,ok
S3_A_hoverpairs_f000270.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,270,20.030,76,30,0,0,2,100,,,0,transitional,,,,0,1,163.9,0.0000,ok
S3_A_hoverpairs_f000276.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,276,20.343,75,30,0,0,1,100,,,0,transitional,,,,0,1,165.6,0.0000,ok
S3_A_hoverpairs_f000282.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,282,20.654,75,30,0,0,1,100,,,0,transitional,,,,0,1,168.0,0.0000,ok
S3_A_hoverpairs_f000288.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,288,21.036,75,30,0,0,1,100,,,0,transitional,,,,0,1,159.7,0.0000,ok
S3_A_hoverpairs_f000294.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,294,21.327,76,30,0,0,1,100,,,0,transitional,,,,0,1,162.1,0.0000,ok
S3_A_hoverpairs_f000300.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,300,21.636,75,30,0,0,1,100,,,0,transitional,,,,0,1,167.8,0.0000,ok
S3_A_hoverpairs_f000306.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,306,21.960,75,30,0,0,1,100,,,0,transitional,,,,0,1,210.2,0.0001,ok
S3_A_hoverpairs_f000312.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,312,22.261,75,30,0,0,1,100,,,0,transitional,,,,0,1,188.9,0.0000,ok
S3_A_hoverpairs_f000318.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,318,24.292,77,40,0,0,1,100,,,0,transitional,,,,0,1,170.0,0.0000,ok
S3_A_hoverpairs_f000324.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,324,24.604,78,40,0,0,1,100,,,0,transitional,,,,0,1,172.8,0.0000,ok
S3_A_hoverpairs_f000330.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,330,24.922,77,40,0,0,1,100,,,0,transitional,,,,0,1,152.9,0.0000,ok
S3_A_hoverpairs_f000336.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,336,25.220,78,40,0,0,1,100,,,0,transitional,,,,0,1,166.1,0.0000,ok
S3_A_hoverpairs_f000342.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,342,25.518,80,40,0,0,1,100,,,0,transitional,,,,0,1,175.1,0.0000,ok
S3_A_hoverpairs_f000348.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,348,25.824,80,40,0,0,1,100,,,0,transitional,,,,0,1,170.2,0.0000,ok
S3_A_hoverpairs_f000354.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,354,26.154,79,40,0,0,1,100,,,0,transitional,,,,0,1,204.4,0.0000,ok
S3_A_hoverpairs_f000360.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,360,26.475,79,40,0,0,1,100,,,0,transitional,,,,0,1,199.3,0.0000,ok
S3_A_hoverpairs_f000366.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,366,26.773,78,40,0,0,1,100,,,0,transitional,,,,0,1,198.7,0.0000,ok
S3_A_hoverpairs_f000372.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,372,27.078,77,40,0,0,1,100,,,0,transitional,,,,0,1,167.7,0.0000,ok
S3_A_hoverpairs_f000378.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,378,27.377,76,40,0,0,1,100,,,0,transitional,,,,0,1,173.2,0.0000,ok
S3_A_hoverpairs_f000384.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,384,27.779,79,40,0,0,1,100,,,0,transitional,,,,0,1,165.9,0.0000,ok
S3_A_hoverpairs_f000390.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,390,28.105,84,40,0,0,1,100,,,0,transitional,,,,0,1,203.3,0.0001,ok
S3_A_hoverpairs_f000396.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,396,28.324,96,50,0,0,2,100,,,0,transitional,,,,0,1,207.4,0.0001,ok
S3_A_hoverpairs_f000402.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,402,28.639,106,60,0,0,1,100,,,0,transitional,,,,0,1,198.1,0.0000,ok
S3_A_hoverpairs_f000408.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,408,28.956,118,70,0,0,1,100,,,0,transitional,,,,0,1,232.9,0.0000,ok
S3_A_hoverpairs_f000414.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,414,29.176,124,80,0,0,1,100,,,0,transitional,,,,0,1,207.7,0.0000,ok
S3_A_hoverpairs_f000420.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,420,29.389,132,90,0,0,1,100,,,0,transitional,,,,0,1,189.2,0.0000,ok
S3_A_hoverpairs_f000426.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,426,29.671,144,100,0,0,1,100,,,0,transitional,,,,0,1,188.7,0.0000,ok
S3_A_hoverpairs_f000432.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,432,30.055,155,110,0,0,1,100,,,0,transitional,,,,0,1,184.2,0.0000,ok
S3_A_hoverpairs_f000438.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,438,30.353,162,120,0,0,1,100,,,0,transitional,,,,0,1,188.7,0.0000,ok
S3_A_hoverpairs_f000444.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,444,30.663,170,130,0,0,1,100,,,0,transitional,,,,0,1,192.2,0.0000,ok
S3_A_hoverpairs_f000450.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,450,30.971,177,130,0,0,1,100,,,0,transitional,,,,0,1,180.8,0.0000,ok
S3_A_hoverpairs_f000456.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,456,31.270,189,150,0,0,1,100,,,0,transitional,,,,0,1,199.8,0.0000,ok
S3_A_hoverpairs_f000462.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,462,31.574,196,160,0,0,1,100,,,0,transitional,,,,0,1,199.5,0.0000,ok
S3_A_hoverpairs_f000468.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,468,31.879,206,160,0,0,1,100,,,0,transitional,,,,0,1,203.4,0.0000,ok
S3_A_hoverpairs_f000474.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,474,32.095,211,170,0,0,1,100,,,0,transitional,,,,0,1,193.6,0.0000,ok
S3_A_hoverpairs_f000480.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,480,32.375,213,170,0,0,1,100,,,0,transitional,,,,0,1,196.5,0.0000,ok
S3_A_hoverpairs_f000486.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,486,32.629,224,180,0,0,1,100,,,0,transitional,,,,0,1,199.0,0.0000,ok
S3_A_hoverpairs_f000492.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,492,33.012,231,190,0,-1,1,100,,,0,transitional,,,,0,1,186.1,0.0000,ok
S3_A_hoverpairs_f000498.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,498,33.410,247,200,0,-1,1,100,,,0,transitional,,,,0,1,196.2,0.0000,ok
S3_A_hoverpairs_f000504.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,504,33.713,254,210,0,0,1,100,,,0,transitional,,,,0,1,201.7,0.0000,ok
S3_A_hoverpairs_f000510.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,510,34.031,255,210,0,0,1,100,,,0,transitional,,,,0,1,254.1,0.0000,ok
S3_A_hoverpairs_f000516.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,516,34.358,257,210,0,0,1,100,,,0,transitional,,,,0,1,247.4,0.0000,ok
S3_A_hoverpairs_f000522.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,522,34.657,254,210,0,-1,1,100,,,0,transitional,,,,0,1,284.9,0.0000,ok
S3_A_hoverpairs_f000528.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,528,38.142,258,210,0,0,1,100,,,0,transitional,,,,0,1,190.1,0.0000,ok
S3_A_hoverpairs_f000534.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,534,38.392,262,220,0,0,1,100,,,0,transitional,,,,0,1,196.0,0.0000,ok
S3_A_hoverpairs_f000540.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,540,38.722,256,220,0,0,1,100,,,0,transitional,,,,0,1,191.7,0.0000,ok
S3_A_hoverpairs_f000546.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,546,39.040,258,220,0,0,1,100,,,0,transitional,,,,0,1,182.2,0.0000,ok
S3_A_hoverpairs_f000552.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,552,39.344,261,220,0,0,1,100,,,0,transitional,,,,0,1,199.6,0.0000,ok
S3_A_hoverpairs_f000558.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,558,39.654,257,220,0,0,1,100,,,0,transitional,,,,0,1,206.5,0.0000,ok
S3_A_hoverpairs_f000564.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,564,39.980,261,210,0,0,1,100,,,0,transitional,,,,0,1,216.5,0.0000,ok
S3_A_hoverpairs_f000570.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,570,40.278,253,210,0,0,0,100,,,0,transitional,,,,0,1,247.2,0.0000,ok
S3_A_hoverpairs_f000576.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,576,40.593,257,210,0,0,1,100,,,0,transitional,,,,0,1,253.1,0.0000,ok
S3_A_hoverpairs_f000582.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,582,40.828,257,210,0,0,1,100,,,0,transitional,,,,0,1,260.0,0.0000,ok
S3_A_hoverpairs_f000588.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,588,41.212,259,220,0,0,0,100,,,0,transitional,,,,0,1,232.2,0.0001,ok
S3_A_hoverpairs_f000594.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,594,41.537,258,220,0,-1,0,100,,,0,transitional,,,,0,1,243.3,0.0000,ok
S3_A_hoverpairs_f000600.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,600,41.928,259,220,0,0,1,100,,,0,transitional,,,,0,1,191.7,0.0000,ok
S3_A_hoverpairs_f000606.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,606,42.227,262,220,0,0,1,100,,,0,transitional,,,,0,1,217.2,0.0000,ok
S3_A_hoverpairs_f000612.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,612,43.363,256,210,0,0,1,100,,,0,transitional,,,,0,1,443.8,0.0001,ok
S3_A_hoverpairs_f000618.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,618,43.689,255,210,0,0,1,100,,,0,transitional,,,,0,1,357.8,0.0000,ok
S3_A_hoverpairs_f000624.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,624,44.123,251,210,0,0,1,100,,,0,transitional,,,,0,1,223.6,0.0000,ok
S3_A_hoverpairs_f000630.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,630,44.495,261,210,0,5,1,100,,,0,transitional,,,,0,1,206.2,0.0000,ok
S3_A_hoverpairs_f000636.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,636,44.906,259,210,0,-1,1,100,,,0,transitional,,,,0,1,162.1,0.0000,ok
S3_A_hoverpairs_f000642.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,642,45.198,259,210,0,-1,1,100,,,0,transitional,,,,0,1,193.8,0.0000,ok
S3_A_hoverpairs_f000648.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,648,45.516,261,220,0,-1,1,100,,,0,transitional,,,,0,1,125.9,0.0000,ok
S3_A_hoverpairs_f000654.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,654,45.912,256,220,0,4,1,100,,,0,transitional,,,,0,1,198.4,0.0000,ok
S3_A_hoverpairs_f000660.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,660,46.147,257,210,0,0,1,100,,,0,transitional,,,,0,1,145.6,0.0000,ok
S3_A_hoverpairs_f000666.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,666,46.542,252,210,0,-1,1,100,,,0,transitional,,,,0,1,220.0,0.0000,ok
S3_A_hoverpairs_f000672.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,672,46.859,251,210,0,-1,1,100,,,0,transitional,,,,0,1,231.1,0.0000,ok
S3_A_hoverpairs_f000678.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,678,47.159,253,210,0,0,1,100,,,0,transitional,,,,0,1,197.8,0.0000,ok
S3_A_hoverpairs_f000684.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,684,47.459,259,210,0,0,1,100,,,0,transitional,,,,0,1,166.0,0.0000,ok
S3_A_hoverpairs_f000690.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,690,47.759,256,210,0,0,1,100,,,0,transitional,,,,0,1,239.1,0.0000,ok
S3_A_hoverpairs_f000696.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,696,48.078,255,210,0,0,1,100,,,0,transitional,,,,0,1,195.1,0.0000,ok
S3_A_hoverpairs_f000702.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,702,48.388,261,220,0,-2,1,100,,,0,transitional,,,,0,1,124.3,0.0000,ok
S3_A_hoverpairs_f000708.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,708,48.703,258,220,0,0,2,100,,,0,transitional,,,,0,1,187.4,0.0000,ok
S3_A_hoverpairs_f000714.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,714,48.991,255,220,0,0,1,100,,,0,transitional,,,,0,1,189.5,0.0000,ok
S3_A_hoverpairs_f000720.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,720,49.314,258,220,0,0,-1,100,,,0,transitional,,,,0,1,174.7,0.0000,ok
S3_A_hoverpairs_f000726.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,726,49.619,256,220,0,0,-4,100,,,0,transitional,,,,0,1,193.8,0.0000,ok
S3_A_hoverpairs_f000732.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,732,49.926,259,220,0,0,0,100,,,0,transitional,,,,0,1,166.2,0.0000,ok
S3_A_hoverpairs_f000738.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,738,50.239,260,220,0,0,3,100,,,0,transitional,,,,0,1,177.2,0.0000,ok
S3_A_hoverpairs_f000744.jpg,S3_A_hoverpairs,S3_court2_hoverpairs_20260815_091459,S3_A_hoverpairs,744,50.543,263,220,0,0,3,100,,,0,transitional,,,,0,1,183.6,0.0000,ok
