image,flight_key,stem,role,frame_idx,t_rel,tof_cm,height_cm,height_src,yaw_deg,pitch_deg,roll_deg,battery_pct,capture_class,aruco_px,gsd_at_mat_mm_px,is_anchor,segment,occ_strip_mm,occ_deployed_pct,occ_realised_pct,usable,has_car,sharpness,green_frac,quality
S4_hoverpairs_a_f000013.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,13,0.966,10,0,tof,-5,0,0,82,benchmark,,,0,transitional,,,,1,,131.4,0.0000,ok
S4_hoverpairs_a_f000014.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,14,1.019,10,0,tof,-5,0,0,82,benchmark,,,0,transitional,,,,1,,132.0,0.0000,ok
S4_hoverpairs_a_f000015.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,15,1.049,10,0,tof,-5,0,0,82,benchmark,,,0,transitional,,,,1,,132.5,0.0000,ok
S4_hoverpairs_a_f000016.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,16,1.133,10,0,tof,-5,0,0,82,benchmark,,,0,transitional,,,,1,,133.7,0.0000,ok
S4_hoverpairs_a_f000017.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,17,1.148,10,0,tof,-5,0,0,82,benchmark,,,0,transitional,,,,1,,134.1,0.0000,ok
S4_hoverpairs_a_f000018.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,18,1.232,10,0,tof,-5,0,0,82,benchmark,,,0,transitional,,,,1,,135.1,0.0000,ok
S4_hoverpairs_a_f000019.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,19,1.331,10,0,tof,-5,0,0,82,benchmark,,,0,transitional,,,,1,,135.9,0.0000,ok
S4_hoverpairs_a_f000020.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,20,1.356,10,0,tof,-5,0,0,82,benchmark,,,0,transitional,,,,1,,136.4,0.0000,ok
S4_hoverpairs_a_f000021.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,21,1.432,10,0,tof,-5,0,0,82,benchmark,,,0,transitional,,,,1,,137.6,0.0000,ok
S4_hoverpairs_a_f000022.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,22,1.449,10,0,tof,-5,0,0,82,benchmark,,,0,transitional,,,,1,,137.8,0.0000,ok
S4_hoverpairs_a_f000023.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,23,1.530,10,0,tof,-5,0,0,82,benchmark,,,0,transitional,,,,1,,138.1,0.0000,ok
S4_hoverpairs_a_f000024.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,24,1.553,10,0,tof,-5,0,0,82,benchmark,,,0,transitional,,,,1,,138.6,0.0000,ok
S4_hoverpairs_a_f000025.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,25,1.641,10,0,tof,-5,0,0,82,benchmark,,,0,transitional,,,,1,,139.0,0.0000,ok
S4_hoverpairs_a_f000026.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,26,1.666,10,0,tof,-5,0,0,82,benchmark,,,0,transitional,,,,1,,139.0,0.0000,ok
S4_hoverpairs_a_f000027.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,27,1.749,10,0,tof,-5,0,0,82,benchmark,,,0,transitional,,,,1,,139.3,0.0000,ok
S4_hoverpairs_a_f000028.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,28,1.778,10,0,tof,-5,0,0,82,benchmark,,,0,transitional,,,,1,,125.4,0.0000,ok
S4_hoverpairs_a_f000029.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,29,1.842,10,0,tof,-5,0,0,82,benchmark,,,0,transitional,,,,1,,128.3,0.0000,ok
S4_hoverpairs_a_f000030.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,30,1.872,10,0,tof,-5,0,0,82,benchmark,,,0,transitional,,,,1,,129.3,0.0000,ok
S4_hoverpairs_a_f000031.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,31,2.050,10,0,tof,-5,0,0,82,benchmark,,,0,transitional,,,,1,,130.0,0.0000,ok
S4_hoverpairs_a_f000032.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,32,2.079,10,0,tof,-5,0,0,82,benchmark,,,0,transitional,,,,1,,132.4,0.0000,ok
S4_hoverpairs_a_f000033.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,33,2.141,10,0,tof,-5,0,0,82,benchmark,,,0,transitional,,,,1,,133.0,0.0000,ok
S4_hoverpairs_a_f000034.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,34,2.158,10,0,tof,-5,0,0,82,benchmark,,,0,transitional,,,,1,,133.1,0.0000,ok
S4_hoverpairs_a_f000035.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,35,2.176,10,0,tof,-5,0,0,82,benchmark,,,0,transitional,,,,1,,133.8,0.0000,ok
S4_hoverpairs_a_f000036.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,36,2.256,10,0,tof,-5,0,0,82,benchmark,,,0,transitional,,,,1,,134.9,0.0000,ok
S4_hoverpairs_a_f000037.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,37,2.272,10,0,tof,-5,0,0,82,benchmark,,,0,transitional,,,,1,,135.2,0.0000,ok
S4_hoverpairs_a_f000038.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,38,2.366,10,0,tof,-5,0,0,82,benchmark,,,0,transitional,,,,1,,136.0,0.0000,ok
S4_hoverpairs_a_f000039.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,39,2.461,10,0,tof,-5,0,0,82,benchmark,,,0,transitional,,,,1,,136.9,0.0000,ok
S4_hoverpairs_a_f000040.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,40,2.478,10,0,tof,-5,0,0,82,benchmark,,,0,transitional,,,,1,,137.1,0.0000,ok
S4_hoverpairs_a_f000041.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,41,7.760,79,60,tof,-4,5,-2,82,benchmark,,,0,transitional,,,,1,,139.9,0.0000,ok
S4_hoverpairs_a_f000042.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,42,7.810,79,60,tof,-4,5,-2,82,benchmark,,,0,transitional,,,,1,,151.7,0.0000,ok
S4_hoverpairs_a_f000043.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,43,7.890,78,60,tof,-4,5,-2,82,benchmark,,,0,transitional,,,,1,,144.9,0.0000,ok
S4_hoverpairs_a_f000044.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,44,7.926,78,60,tof,-4,5,-2,82,benchmark,,,0,transitional,,,,1,,136.1,0.0000,ok
S4_hoverpairs_a_f000045.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,45,7.955,78,60,tof,-4,5,-2,82,benchmark,,,0,transitional,,,,1,,141.0,0.0000,ok
S4_hoverpairs_a_f000046.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,46,7.974,78,60,tof,-4,5,-2,82,benchmark,,,0,transitional,,,,1,,138.3,0.0000,ok
S4_hoverpairs_a_f000047.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,47,8.003,78,60,tof,-4,5,-2,82,benchmark,,,0,transitional,,,,1,,142.1,0.0000,ok
S4_hoverpairs_a_f000048.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,48,8.037,78,60,tof,-4,5,-2,82,benchmark,,,0,transitional,,,,1,,148.1,0.0000,ok
S4_hoverpairs_a_f000049.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,49,8.097,79,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,152.2,0.0000,ok
S4_hoverpairs_a_f000050.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,50,8.174,78,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,144.1,0.0000,ok
S4_hoverpairs_a_f000051.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,51,8.225,78,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,151.3,0.0000,ok
S4_hoverpairs_a_f000052.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,52,8.271,78,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,157.0,0.0000,ok
S4_hoverpairs_a_f000053.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,53,8.290,79,60,tof,-3,5,-1,82,benchmark,,,0,transitional,,,,1,,145.8,0.0000,ok
S4_hoverpairs_a_f000054.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,54,8.308,79,60,tof,-3,5,-1,82,benchmark,,,0,transitional,,,,1,,150.2,0.0000,ok
S4_hoverpairs_a_f000055.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,55,8.346,79,60,tof,-3,5,-1,82,benchmark,,,0,transitional,,,,1,,154.2,0.0000,ok
S4_hoverpairs_a_f000056.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,56,8.416,78,60,tof,-3,5,-1,82,benchmark,,,0,transitional,,,,1,,152.4,0.0000,ok
S4_hoverpairs_a_f000057.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,57,8.470,78,60,tof,-3,5,-1,82,benchmark,,,0,transitional,,,,1,,151.8,0.0000,ok
S4_hoverpairs_a_f000058.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,58,8.496,78,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,151.1,0.0000,ok
S4_hoverpairs_a_f000059.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,59,8.537,78,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,147.0,0.0000,ok
S4_hoverpairs_a_f000060.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,60,8.558,78,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,144.9,0.0000,ok
S4_hoverpairs_a_f000061.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,61,8.575,78,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,144.5,0.0000,ok
S4_hoverpairs_a_f000062.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,62,8.610,80,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,144.5,0.0000,ok
S4_hoverpairs_a_f000063.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,63,8.642,80,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,144.8,0.0000,ok
S4_hoverpairs_a_f000064.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,64,8.684,80,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,144.3,0.0000,ok
S4_hoverpairs_a_f000065.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,65,8.708,80,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,144.1,0.0000,ok
S4_hoverpairs_a_f000066.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,66,8.719,78,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,142.3,0.0000,ok
S4_hoverpairs_a_f000067.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,67,8.798,78,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,157.5,0.0000,ok
S4_hoverpairs_a_f000068.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,68,8.815,78,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,139.9,0.0000,ok
S4_hoverpairs_a_f000069.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,69,8.891,79,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,134.6,0.0000,ok
S4_hoverpairs_a_f000070.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,70,8.905,79,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,145.8,0.0000,ok
S4_hoverpairs_a_f000071.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,71,8.954,79,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,145.5,0.0000,ok
S4_hoverpairs_a_f000072.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,72,9.015,79,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,145.8,0.0000,ok
S4_hoverpairs_a_f000073.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,73,9.085,79,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,145.9,0.0000,ok
S4_hoverpairs_a_f000074.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,74,9.094,79,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,145.4,0.0000,ok
S4_hoverpairs_a_f000075.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,75,9.110,79,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,141.7,0.0000,ok
S4_hoverpairs_a_f000076.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,76,9.142,79,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,141.2,0.0000,ok
S4_hoverpairs_a_f000077.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,77,9.227,80,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,143.2,0.0000,ok
S4_hoverpairs_a_f000078.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,78,9.269,80,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,142.5,0.0000,ok
S4_hoverpairs_a_f000079.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,79,9.305,79,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,144.1,0.0000,ok
S4_hoverpairs_a_f000080.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,80,9.320,79,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,149.2,0.0000,ok
S4_hoverpairs_a_f000081.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,81,9.335,79,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,153.8,0.0000,ok
S4_hoverpairs_a_f000082.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,82,9.399,80,60,tof,-3,5,-1,82,benchmark,,,0,transitional,,,,1,,150.5,0.0000,ok
S4_hoverpairs_a_f000083.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,83,9.409,80,60,tof,-3,5,-1,82,benchmark,,,0,transitional,,,,1,,148.7,0.0000,ok
S4_hoverpairs_a_f000084.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,84,9.447,80,60,tof,-3,5,-1,82,benchmark,,,0,transitional,,,,1,,149.5,0.0000,ok
S4_hoverpairs_a_f000085.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,85,9.546,80,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,151.5,0.0000,ok
S4_hoverpairs_a_f000086.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,86,9.557,80,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,152.7,0.0000,ok
S4_hoverpairs_a_f000087.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,87,9.574,80,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,153.2,0.0000,ok
S4_hoverpairs_a_f000088.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,88,9.607,80,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,150.1,0.0000,ok
S4_hoverpairs_a_f000089.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,89,9.636,80,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,150.3,0.0000,ok
S4_hoverpairs_a_f000090.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,90,9.733,82,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,146.4,0.0000,ok
S4_hoverpairs_a_f000091.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,91,9.776,82,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,159.6,0.0000,ok
S4_hoverpairs_a_f000092.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,92,9.846,81,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,145.2,0.0000,ok
S4_hoverpairs_a_f000093.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,93,9.874,81,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,149.6,0.0000,ok
S4_hoverpairs_a_f000094.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,94,9.904,81,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,148.9,0.0000,ok
S4_hoverpairs_a_f000095.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,95,9.923,81,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,140.7,0.0000,ok
S4_hoverpairs_a_f000096.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,96,9.954,82,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,139.3,0.0000,ok
S4_hoverpairs_a_f000097.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,97,9.972,82,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,137.6,0.0000,ok
S4_hoverpairs_a_f000098.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,98,10.034,82,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,138.8,0.0000,ok
S4_hoverpairs_a_f000099.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,99,10.050,82,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,143.3,0.0000,ok
S4_hoverpairs_a_f000100.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,100,10.098,84,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,143.5,0.0000,ok
S4_hoverpairs_a_f000101.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,101,10.116,84,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,143.7,0.0000,ok
S4_hoverpairs_a_f000102.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,102,10.143,84,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,144.0,0.0000,ok
S4_hoverpairs_a_f000103.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,103,10.159,84,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,145.1,0.0000,ok
S4_hoverpairs_a_f000104.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,104,10.223,84,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,150.3,0.0000,ok
S4_hoverpairs_a_f000105.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,105,10.242,84,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,148.9,0.0000,ok
S4_hoverpairs_a_f000106.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,106,10.270,84,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,152.5,0.0000,ok
S4_hoverpairs_a_f000107.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,107,10.355,84,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,154.7,0.0000,ok
S4_hoverpairs_a_f000108.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,108,10.367,84,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,156.6,0.0000,ok
S4_hoverpairs_a_f000109.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,109,10.386,84,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,150.8,0.0000,ok
S4_hoverpairs_a_f000110.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,110,10.432,84,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,147.6,0.0000,ok
S4_hoverpairs_a_f000111.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,111,10.464,84,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,143.8,0.0000,ok
S4_hoverpairs_a_f000112.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,112,10.484,84,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,144.4,0.0000,ok
S4_hoverpairs_a_f000113.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,113,10.539,84,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,141.0,0.0000,ok
S4_hoverpairs_a_f000114.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,114,10.559,84,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,141.4,0.0000,ok
S4_hoverpairs_a_f000115.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,115,10.618,83,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,143.5,0.0000,ok
S4_hoverpairs_a_f000116.jpg,S4_hoverpairs_a,S4_park_hoverpairs_20260818_175035,S4_hoverpairs_a,116,10.635,83,60,tof,-4,5,-1,82,benchmark,,,0,transitional,,,,1,,141.7,0.0000,ok
