epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
14,3208.73,0.80948,0.39741,0.90075,0.88149,0.84604,0.88649,0.61641,1.26488,0.62051,1.09749,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
15,3417.05,0.79767,0.39828,0.89595,0.91727,0.84367,0.91411,0.60854,1.2733,0.6012,1.05168,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
16,3626.42,0.79243,0.38892,0.8916,0.89128,0.82343,0.88531,0.61131,1.27179,0.65018,1.07626,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
17,3835.28,0.78467,0.38475,0.89005,0.90638,0.83827,0.90041,0.62749,1.17352,0.63172,1.04177,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
18,4043.46,0.77495,0.38014,0.89028,0.88534,0.8644,0.91089,0.62318,1.1861,0.57892,1.06307,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
19,4251.56,0.76574,0.37534,0.88425,0.87102,0.83191,0.88058,0.60827,1.26987,0.63172,1.09058,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
20,4459.54,0.76298,0.37156,0.88322,0.90995,0.85859,0.89801,0.62622,1.19809,0.61929,1.05408,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
21,4667.13,0.75842,0.37066,0.8829,0.91497,0.86427,0.90267,0.62784,1.20488,0.56859,1.06175,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
22,4874.67,0.74852,0.36454,0.88249,0.89493,0.87808,0.9232,0.64202,1.15202,0.55811,1.02862,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
23,5083.34,0.74193,0.36276,0.87849,0.89523,0.84436,0.89569,0.63225,1.17026,0.61809,1.04388,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
24,5292.46,0.7359,0.35687,0.87647,0.91375,0.83845,0.88178,0.61634,1.21179,0.59126,1.07415,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
25,5501.27,0.72529,0.35134,0.87511,0.90721,0.83232,0.88279,0.61945,1.21997,0.60172,1.07462,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
26,5709.23,0.72976,0.35348,0.87809,0.89621,0.84535,0.89575,0.62927,1.18117,0.60547,1.06345,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
27,5917.54,0.72242,0.3513,0.87397,0.901,0.86218,0.91663,0.64265,1.15171,0.55727,1.04283,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
28,6127.51,0.71918,0.34786,0.87182,0.92194,0.84849,0.91005,0.63052,1.19162,0.58096,1.06131,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
29,6335.82,0.72275,0.35025,0.87359,0.90055,0.87007,0.91784,0.64303,1.11933,0.55917,1.0291,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
30,6543.68,0.70736,0.33947,0.86984,0.91096,0.85462,0.91352,0.64074,1.14932,0.55367,1.04168,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
31,6860.54,0.70588,0.33907,0.87189,0.91871,0.86234,0.91276,0.63126,1.16148,0.54766,1.03669,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
32,7247.23,0.70968,0.34218,0.87314,0.89447,0.88331,0.90393,0.63408,1.15137,0.54167,1.04194,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,7463.31,0.70202,0.33691,0.86754,0.91091,0.89756,0.93801,0.66218,1.09999,0.49766,1.02388,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,7672.2,0.70099,0.33707,0.8683,0.90118,0.88759,0.92058,0.6354,1.1552,0.52015,1.03316,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,7880.88,0.70165,0.33767,0.87177,0.89234,0.87848,0.91678,0.64516,1.12435,0.53795,1.02803,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,8089.56,0.70023,0.33445,0.87085,0.91711,0.87158,0.91374,0.6402,1.13784,0.54395,1.03303,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,8402.44,0.69746,0.33376,0.87161,0.91428,0.89144,0.92025,0.64329,1.14154,0.51592,1.05321,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,8610.44,0.6883,0.33097,0.86416,0.91653,0.88033,0.91162,0.63654,1.15174,0.53119,1.03943,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,8817.29,0.67706,0.32444,0.8657,0.91327,0.89142,0.92933,0.6554,1.09607,0.50157,1.01348,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,9024,0.68615,0.32572,0.86568,0.90169,0.87581,0.90652,0.63335,1.13363,0.55345,1.03597,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,9232.08,0.68001,0.32282,0.86531,0.86452,0.88324,0.90995,0.64235,1.14428,0.52856,1.03737,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,9440.14,0.67783,0.32213,0.86367,0.90044,0.85818,0.90407,0.6384,1.14928,0.53729,1.03721,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,9647.87,0.67246,0.31759,0.86379,0.88821,0.85622,0.89828,0.63749,1.15278,0.54542,1.04907,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,9856.52,0.67551,0.32151,0.86187,0.89419,0.87803,0.91509,0.64033,1.13638,0.53771,1.03116,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,10064.8,0.66286,0.31548,0.8608,0.88188,0.87007,0.91162,0.64606,1.11527,0.54028,1.03464,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,10274.2,0.66797,0.31765,0.86298,0.90619,0.87007,0.90687,0.64596,1.11146,0.51612,1.03013,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,10484.4,0.6683,0.31515,0.86072,0.88794,0.88538,0.91576,0.64673,1.09734,0.52384,1.02673,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,10692.7,0.6635,0.31196,0.85995,0.86805,0.87957,0.90459,0.64304,1.1163,0.53643,1.03122,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,10901.3,0.66439,0.31303,0.8604,0.8495,0.87331,0.89918,0.6382,1.12505,0.55048,1.03123,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,11111,0.65814,0.31099,0.86006,0.91661,0.86681,0.91955,0.64847,1.11285,0.52463,1.0242,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,11320,0.66197,0.31046,0.86049,0.89574,0.86781,0.90581,0.64075,1.12496,0.53539,1.03754,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,11528.7,0.6485,0.30848,0.85368,0.89803,0.8828,0.91811,0.64847,1.09288,0.53302,1.01683,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,11737.7,0.6563,0.30858,0.85798,0.89916,0.89345,0.91115,0.64129,1.12432,0.51593,1.02719,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,11947.2,0.64973,0.30688,0.85674,0.91777,0.89725,0.92791,0.65162,1.11416,0.49519,1.02802,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,12156.6,0.6443,0.30357,0.85512,0.89078,0.88435,0.91568,0.65466,1.09594,0.51018,1.02986,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,12366.4,0.64261,0.30093,0.85607,0.90129,0.86691,0.9092,0.64765,1.10594,0.52036,1.0322,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,12576.1,0.64381,0.30067,0.85462,0.9064,0.87857,0.91568,0.65197,1.10049,0.52393,1.02789,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,12785.2,0.64151,0.30263,0.8548,0.92048,0.87314,0.91593,0.64859,1.09064,0.50563,1.02006,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,12995.2,0.63987,0.29846,0.85639,0.89862,0.87766,0.91582,0.655,1.07764,0.50754,1.01472,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,13203.7,0.63721,0.29674,0.85343,0.90833,0.87936,0.91684,0.65063,1.08726,0.51248,1.02328,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,13412.8,0.64125,0.29714,0.85361,0.91429,0.88815,0.92798,0.65634,1.07823,0.50416,1.01567,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,13622.7,0.63597,0.29505,0.85217,0.93743,0.8709,0.92184,0.65807,1.08834,0.50708,1.0235,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,13831,0.62901,0.29196,0.85166,0.91682,0.87961,0.92298,0.65403,1.09769,0.50054,1.0302,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
