image,flight_key,stem,role,frame_idx,t_rel,tof_cm,height_cm,yaw_deg,pitch_deg,roll_deg,battery_pct,aruco_px,gsd_at_mat_mm_px,is_anchor,segment,occ_strip_mm,occ_deployed_pct,occ_realised_pct,usable,has_car,sharpness,quality_tier,occ_realised_match_dist,occ_realised_ref_image,occ_realised_band,fully_occluded
S2_A_hoverpairs_f000152.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,152,9.069,10,0,0,0,-1,100,,,0,transitional,,,,0,1,197.9,sharp,,,not_applicable,0
S2_A_hoverpairs_f000160.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,160,9.387,10,0,0,0,-1,100,,,0,transitional,,,,0,1,199.0,sharp,,,not_applicable,0
S2_A_hoverpairs_f000168.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,168,9.597,10,0,0,0,-1,100,,,0,transitional,,,,0,1,229.1,sharp,,,not_applicable,0
S2_A_hoverpairs_f000176.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,176,9.884,10,0,0,0,-1,100,,,0,transitional,,,,0,1,237.5,sharp,,,not_applicable,0
S2_A_hoverpairs_f000184.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,184,10.208,10,0,0,0,-1,100,,,0,transitional,,,,0,1,240.2,sharp,,,not_applicable,0
S2_A_hoverpairs_f000192.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,192,10.490,10,0,0,0,-1,100,,,0,transitional,,,,0,1,183.4,sharp,,,not_applicable,0
S2_A_hoverpairs_f000200.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,200,11.146,10,0,0,0,-1,100,,,0,transitional,,,,0,1,201.3,sharp,,,not_applicable,0
S2_A_hoverpairs_f000208.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,208,11.305,10,0,0,0,-1,100,,,0,transitional,,,,0,1,203.0,sharp,,,not_applicable,0
S2_A_hoverpairs_f000216.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,216,17.772,79,50,0,5,0,100,,,0,transitional,,,,0,1,178.4,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000224.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,224,18.098,79,50,0,5,0,100,,,0,transitional,,,,0,1,176.6,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000232.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,232,18.355,79,50,0,6,0,100,,,0,transitional,,,,0,1,177.2,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000240.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,240,18.614,80,50,0,6,-1,100,,,0,transitional,,,,0,1,182.5,sharp,,,not_applicable,0
S2_A_hoverpairs_f000248.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,248,18.927,80,50,0,5,-1,100,,,0,transitional,,,,0,1,165.8,soft_heavy,,,not_applicable,0
S2_A_hoverpairs_f000256.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,256,19.243,80,50,0,5,0,100,,,0,transitional,,,,0,1,162.9,soft_heavy,,,not_applicable,0
S2_A_hoverpairs_f000264.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,264,19.594,80,50,0,5,0,100,,,0,transitional,,,,0,1,171.7,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000272.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,272,19.849,80,50,0,5,0,100,,,0,transitional,,,,0,1,170.6,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000280.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,280,20.108,81,50,0,4,0,100,,,0,transitional,,,,0,1,165.9,soft_heavy,,,not_applicable,0
S2_A_hoverpairs_f000288.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,288,20.438,81,50,0,4,0,100,,,0,transitional,,,,0,1,167.2,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000296.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,296,20.646,81,50,0,3,1,100,,,0,transitional,,,,0,1,173.5,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000304.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,304,20.895,80,50,0,2,1,100,,,0,transitional,,,,0,1,168.0,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000312.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,312,21.149,80,50,0,2,1,100,,,0,transitional,,,,0,1,169.8,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000320.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,320,21.482,80,50,0,1,1,100,,,0,transitional,,,,0,1,174.0,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000328.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,328,21.780,80,50,0,2,1,100,,,0,transitional,,,,0,1,175.0,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000336.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,336,22.080,79,50,0,2,0,100,,,0,transitional,,,,0,1,176.2,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000344.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,344,22.348,80,50,0,2,0,100,,,0,transitional,,,,0,1,171.2,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000352.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,352,22.638,79,50,0,2,0,100,,,0,transitional,,,,0,1,173.9,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000360.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,360,22.906,79,50,0,2,0,100,,,0,transitional,,,,0,1,173.6,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000368.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,368,23.209,80,50,0,4,-1,100,,,0,transitional,,,,0,1,176.4,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000376.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,376,23.553,80,50,0,4,-1,100,,,0,transitional,,,,0,1,173.9,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000384.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,384,23.824,81,50,0,4,-2,100,,,0,transitional,,,,0,1,163.1,soft_heavy,,,not_applicable,0
S2_A_hoverpairs_f000392.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,392,24.125,81,50,0,4,-1,100,,,0,transitional,,,,0,1,170.7,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000400.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,400,24.447,82,50,0,5,-1,100,,,0,transitional,,,,0,1,180.7,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000408.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,408,24.717,82,60,0,5,-1,100,,,0,transitional,,,,0,1,171.3,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000416.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,416,25.006,82,50,0,5,-1,100,,,0,transitional,,,,0,1,178.5,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000424.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,424,25.243,81,50,0,5,0,100,,,0,transitional,,,,0,1,167.1,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000432.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,432,25.580,79,50,0,5,0,100,,,0,transitional,,,,0,1,172.1,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000440.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,440,25.866,79,50,0,5,-1,100,,,0,transitional,,,,0,1,174.4,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000448.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,448,26.151,79,50,0,5,-1,100,,,0,transitional,,,,0,1,173.2,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000456.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,456,26.452,78,50,0,5,-1,100,,,0,transitional,,,,0,1,189.5,sharp,,,not_applicable,0
S2_A_hoverpairs_f000464.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,464,26.780,79,50,0,5,-1,100,,,0,transitional,,,,0,1,173.1,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000472.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,472,27.193,79,50,-1,4,-2,100,,,0,transitional,,,,0,1,158.5,soft_heavy,,,not_applicable,0
S2_A_hoverpairs_f000480.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,480,27.595,79,50,0,3,-1,100,,,0,transitional,,,,0,1,169.8,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000488.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,488,27.916,80,50,0,3,0,100,,,0,transitional,,,,0,1,176.5,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000496.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,496,28.175,80,50,0,2,0,100,,,0,transitional,,,,0,1,162.1,soft_heavy,,,not_applicable,0
S2_A_hoverpairs_f000504.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,504,28.439,82,50,0,2,0,100,,,0,transitional,,,,0,1,181.9,sharp,,,not_applicable,0
S2_A_hoverpairs_f000512.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,512,28.782,81,60,0,2,-1,100,,,0,transitional,,,,0,1,173.8,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000520.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,520,29.079,81,50,0,2,-1,100,,,0,transitional,,,,0,1,176.0,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000528.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,528,29.340,80,50,0,3,-1,100,,,0,transitional,,,,0,1,179.7,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000536.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,536,29.650,79,50,0,3,-1,100,,,0,transitional,,,,0,1,172.4,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000544.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,544,29.981,78,50,0,2,-1,100,,,0,transitional,,,,0,1,156.4,soft_heavy,,,not_applicable,0
S2_A_hoverpairs_f000552.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,552,30.263,81,50,0,2,-2,100,,,0,transitional,,,,0,1,164.0,soft_heavy,,,not_applicable,0
S2_A_hoverpairs_f000560.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,560,30.543,93,60,0,0,-1,100,,,0,transitional,,,,0,1,166.0,soft_heavy,,,not_applicable,0
S2_A_hoverpairs_f000568.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,568,30.862,103,70,0,0,0,100,,,0,transitional,,,,0,1,171.4,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000576.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,576,31.219,111,80,0,0,0,100,,,0,transitional,,,,0,1,169.7,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000584.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,584,31.533,120,90,0,1,-2,100,,,0,transitional,,,,0,1,160.9,soft_heavy,,,not_applicable,0
S2_A_hoverpairs_f000592.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,592,31.854,127,100,0,2,-2,100,,,0,transitional,,,,0,1,175.9,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000600.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,600,32.178,138,110,0,2,-2,100,,,0,transitional,,,,0,1,162.8,soft_heavy,,,not_applicable,0
S2_A_hoverpairs_f000608.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,608,32.478,147,120,0,3,-2,100,,,0,transitional,,,,0,1,165.1,soft_heavy,,,not_applicable,0
S2_A_hoverpairs_f000616.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,616,32.880,157,130,0,3,-4,100,,,0,transitional,,,,0,1,167.8,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000624.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,624,33.114,160,130,0,2,-1,100,,,0,transitional,,,,0,1,165.2,soft_heavy,,,not_applicable,0
S2_A_hoverpairs_f000632.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,632,33.370,178,150,0,4,0,100,,,0,transitional,,,,0,1,172.3,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000640.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,640,33.641,184,150,0,5,-1,100,,,0,transitional,,,,0,1,176.2,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000648.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,648,33.983,187,160,0,5,-1,100,,,0,transitional,,,,0,1,170.3,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000656.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,656,34.329,190,160,0,4,0,100,,,0,transitional,,,,0,1,158.2,soft_heavy,,,not_applicable,0
S2_A_hoverpairs_f000664.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,664,34.697,189,160,0,5,1,100,,,0,transitional,,,,0,1,174.0,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000672.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,672,35.045,186,160,0,4,0,100,,,0,transitional,,,,0,1,168.2,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000680.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,680,38.449,193,170,0,5,0,100,,,0,transitional,,,,0,1,178.9,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000688.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,688,38.854,193,160,0,5,0,100,,,0,transitional,,,,0,1,166.1,soft_heavy,,,not_applicable,0
S2_A_hoverpairs_f000696.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,696,39.111,192,170,0,5,0,100,,,0,transitional,,,,0,1,169.3,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000704.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,704,39.413,194,170,0,4,0,100,,,0,transitional,,,,0,1,181.2,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000712.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,712,39.682,191,170,0,4,1,100,,,0,transitional,,,,0,1,165.1,soft_heavy,,,not_applicable,0
S2_A_hoverpairs_f000720.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,720,40.015,192,160,0,5,0,100,,,0,transitional,,,,0,1,166.2,soft_heavy,,,not_applicable,0
S2_A_hoverpairs_f000728.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,728,40.298,192,160,0,5,0,100,,,0,transitional,,,,0,1,174.9,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000736.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,736,40.600,189,160,0,5,0,100,19.40,4.964,0,transitional,,,,0,1,180.1,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000744.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,744,40.890,192,160,0,6,0,100,,,0,transitional,,,,0,1,179.2,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000752.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,752,41.175,192,160,0,5,0,100,,,0,transitional,,,,0,1,178.1,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000760.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,760,41.482,190,160,0,5,0,100,,,0,transitional,,,,0,1,177.0,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000768.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,768,41.749,189,160,0,5,-1,100,,,0,transitional,,,,0,1,177.2,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000776.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,776,42.034,193,160,0,5,0,100,,,0,transitional,,,,0,1,169.2,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000784.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,784,42.425,192,160,0,4,0,100,,,0,transitional,,,,0,1,166.0,soft_heavy,,,not_applicable,0
S2_A_hoverpairs_f000792.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,792,42.679,192,160,0,4,0,100,,,0,transitional,,,,0,1,170.7,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000800.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,800,42.982,193,160,0,4,0,100,,,0,transitional,,,,0,1,187.1,sharp,,,not_applicable,0
S2_A_hoverpairs_f000808.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,808,43.296,191,160,0,4,0,100,,,1,transitional,,,,0,1,183.1,sharp,,,not_applicable,0
S2_A_hoverpairs_f000816.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,816,43.580,188,160,0,4,0,100,,,1,anchor,0,0,,1,1,183.5,sharp,,,not_applicable,0
S2_A_hoverpairs_f000824.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,824,43.867,188,160,0,4,0,100,,,1,anchor,0,0,,1,1,176.8,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000832.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,832,44.229,187,160,0,3,0,100,19.06,5.052,1,anchor,0,0,,1,1,186.0,sharp,,,not_applicable,0
S2_A_hoverpairs_f000840.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,840,44.484,188,160,0,4,1,100,,,1,anchor,0,0,,1,1,171.4,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000848.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,848,44.843,186,160,0,3,1,100,,,1,anchor,0,0,,1,1,177.2,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000856.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,856,45.082,184,160,0,4,1,100,18.99,5.071,1,anchor,0,0,,1,1,181.5,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000864.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,864,45.430,186,160,0,4,0,100,,,1,anchor,0,0,,1,1,183.7,sharp,,,not_applicable,0
S2_A_hoverpairs_f000872.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,872,45.910,188,160,0,4,-1,100,,,1,anchor,0,0,,1,1,179.3,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000880.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,880,46.264,188,160,0,4,0,100,,,1,anchor,0,0,,1,1,207.4,sharp,,,not_applicable,0
S2_A_hoverpairs_f000888.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,888,46.617,192,160,0,4,0,100,19.12,5.037,1,anchor,0,0,,1,1,178.1,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000896.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,896,46.964,191,160,0,4,-1,100,,,1,anchor,0,0,,1,1,180.5,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000904.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,904,47.263,188,160,0,4,-1,100,,,1,anchor,0,0,,1,1,185.9,sharp,,,not_applicable,0
S2_A_hoverpairs_f000912.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,912,47.575,192,160,0,4,-1,100,,,1,transitional,,,,0,1,170.7,soft_moderate,,,not_applicable,0
S2_A_hoverpairs_f000920.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,920,47.864,190,160,0,3,1,100,,,1,transitional,,,,0,1,159.0,soft_heavy,,,not_applicable,0
S2_A_hoverpairs_f000928.jpg,S2_A_hoverpairs,S2_futsal_hoverpairs_20260808_084337,S2_A_hoverpairs,928,48.192,190,160,0,2,2,100,,,0,transitional,,,,0,1,167.0,soft_moderate,,,not_applicable,0
