t_rel,lr,fb,ud,yaw,height_cm,yaw_deg
3.222,0,0,0,0,0,0
3.238,0,0,0,0,0,0
3.253,0,0,0,0,0,0
3.269,0,0,0,0,0,0
3.285,0,0,0,0,0,0
3.301,0,0,0,0,0,0
3.317,0,0,0,0,0,0
3.333,0,0,0,0,0,0
3.349,0,0,0,0,0,0
3.366,0,0,0,0,0,0
3.383,0,0,0,0,0,0
3.398,0,0,0,0,0,0
3.414,0,0,0,0,0,0
3.430,0,0,0,0,0,0
3.448,0,0,0,0,0,0
3.462,0,0,0,0,0,0
3.478,0,0,0,0,0,0
3.494,0,0,0,0,0,0
3.510,0,0,0,0,0,0
3.515,0,0,0,0,0,0
3.542,0,0,0,0,0,0
3.558,0,0,0,0,0,0
3.574,0,0,0,0,0,0
3.590,0,0,0,0,0,0
3.605,0,0,0,0,0,0
3.621,0,0,0,0,0,0
3.637,0,0,0,0,0,0
3.654,0,0,0,0,0,0
3.669,0,0,0,0,0,0
3.685,0,0,0,0,0,0
3.701,0,0,0,0,0,0
3.717,0,0,0,0,0,0
3.735,0,0,0,0,0,0
3.749,0,0,0,0,0,0
3.766,0,0,0,0,0,0
3.784,0,0,0,0,0,0
3.798,0,0,0,0,0,0
3.813,0,0,0,0,0,0
3.829,0,0,0,0,0,0
3.845,0,0,0,0,0,0
3.861,0,0,0,0,0,0
3.878,0,0,0,0,0,0
3.893,0,0,0,0,0,0
3.909,0,0,0,0,0,0
3.925,0,0,0,0,0,0
3.941,0,0,0,0,0,0
3.957,0,0,0,0,0,0
3.973,0,0,0,0,0,0
3.989,0,0,0,0,0,0
4.005,0,0,0,0,0,0
4.021,0,0,0,0,0,0
4.036,0,0,0,0,0,0
4.052,0,0,0,0,0,0
4.070,0,0,0,0,0,0
4.084,0,0,0,0,0,0
4.100,0,0,0,0,0,0
4.116,0,0,0,0,0,0
4.128,0,0,0,0,0,0
4.148,0,0,0,0,0,0
4.153,0,0,0,0,0,0
4.180,0,0,0,0,0,0
4.196,0,0,0,0,0,0
4.212,0,0,0,0,0,0
4.228,0,0,0,0,0,0
4.244,0,0,0,0,0,0
4.260,0,0,0,0,0,0
4.277,0,0,0,0,0,0
4.292,0,0,0,0,0,0
4.308,0,0,0,0,0,0
4.313,0,0,0,0,0,0
4.340,0,0,0,0,0,0
4.356,0,0,0,0,0,0
4.373,0,0,0,0,0,0
4.389,0,0,0,0,0,0
4.405,0,0,0,0,0,0
4.421,0,0,0,0,0,0
4.437,0,0,0,0,0,0
4.454,0,0,0,0,0,0
4.470,0,0,0,0,0,0
4.485,0,0,0,0,0,0
4.501,0,0,0,0,0,0
4.511,0,0,0,0,0,0
4.533,0,0,0,0,0,0
4.553,0,0,0,0,0,0
4.581,0,0,0,0,0,0
4.586,0,0,0,0,0,0
4.613,0,0,0,0,0,0
4.629,0,0,0,0,0,0
4.644,0,0,0,0,0,0
4.661,0,0,0,0,0,0
4.677,0,0,0,0,0,0
4.692,0,0,0,0,0,0
4.708,0,0,0,0,0,0
4.724,0,0,0,0,0,0
4.740,0,0,0,0,0,0
4.756,0,0,0,0,0,0
4.772,0,0,0,0,0,0
4.788,0,0,0,0,0,0
4.804,0,0,0,0,0,0
4.820,0,0,0,0,0,0
4.828,0,0,0,0,0,0
4.852,0,0,0,0,0,0
4.868,0,0,0,0,0,0
4.884,0,0,0,0,0,0
4.900,0,0,0,0,0,0
4.916,0,0,0,0,0,0
4.932,0,0,0,0,0,0
4.948,0,0,0,0,0,0
4.964,0,0,0,0,0,0
4.980,0,0,0,0,0,0
4.996,0,0,0,0,0,0
5.012,0,0,0,0,0,0
5.028,0,0,0,0,0,0
5.043,0,0,0,0,0,0
5.060,0,0,0,0,0,0
5.076,0,0,0,0,0,0
5.092,0,0,0,0,0,0
5.107,0,0,0,0,0,0
5.124,0,0,0,0,0,0
5.142,0,0,0,0,0,0
5.157,0,0,0,0,0,0
5.172,0,0,0,0,0,0
5.188,0,0,0,0,0,0
5.204,0,0,0,0,0,0
5.220,0,0,0,0,0,0
5.236,0,0,0,0,0,0
5.252,0,0,0,0,0,0
5.268,0,0,0,0,0,0
5.284,0,0,0,0,0,0
5.300,0,0,0,0,0,0
5.316,0,0,0,0,0,0
5.332,0,0,0,0,0,0
5.349,0,0,0,0,0,0
5.364,0,0,0,0,0,0
5.380,0,0,0,0,0,0
5.396,0,0,0,0,0,0
5.412,0,0,0,0,0,0
5.428,0,0,0,0,0,0
5.444,0,0,0,0,0,0
5.460,0,0,0,0,0,0
5.476,0,0,0,0,0,0
5.492,0,0,0,0,0,0
5.507,0,0,0,0,0,0
5.524,0,0,0,0,0,0
5.540,0,0,0,0,0,0
5.556,0,0,0,0,0,0
5.572,0,0,0,0,0,0
5.588,0,0,0,0,0,0
5.604,0,0,0,0,0,0
5.619,0,0,0,0,0,0
5.635,0,0,0,0,0,0
5.651,0,0,0,0,0,0
5.667,0,0,0,0,0,0
5.685,0,0,0,0,0,0
5.699,0,0,0,0,0,0
5.715,0,0,0,0,0,0
5.731,0,0,0,0,0,0
5.747,0,0,0,0,0,0
5.763,0,0,0,0,0,0
5.779,0,0,0,0,0,0
5.795,0,0,0,0,0,0
5.810,0,0,0,0,0,0
5.831,0,0,0,0,0,0
5.858,0,0,0,0,0,0
5.874,0,0,0,0,0,0
5.889,0,0,0,0,0,0
5.905,0,0,0,0,0,0
5.921,0,0,0,0,0,0
5.937,0,0,0,0,0,0
5.954,0,0,0,0,0,0
5.970,0,0,0,0,0,0
5.986,0,0,0,0,0,0
6.002,0,0,0,0,0,0
6.020,0,0,0,0,0,0
6.036,0,0,0,0,0,0
6.050,0,0,0,0,0,0
6.065,0,0,0,0,0,0
6.081,0,0,0,0,0,0
6.097,0,0,0,0,0,0
6.113,0,0,0,0,0,0
6.129,0,0,0,0,0,0
6.145,0,0,0,0,0,0
6.161,0,0,0,0,0,0
6.177,0,0,0,0,0,0
6.195,0,0,0,0,0,0
6.212,0,0,0,0,0,0
6.227,0,0,0,0,0,0
6.241,0,0,0,0,0,0
6.273,0,0,0,0,0,0
6.305,0,0,0,0,0,0
6.321,0,0,0,0,0,0
6.336,0,0,0,0,0,0
6.352,0,0,0,0,0,0
6.368,0,0,0,0,0,0
6.384,0,0,0,0,0,0
6.401,0,0,0,0,0,0
6.417,0,0,0,0,0,0
6.433,0,0,0,0,0,0
6.448,0,0,0,0,0,0
6.464,0,0,0,0,0,0
6.480,0,0,0,0,0,0
6.496,0,0,0,0,0,0
6.512,0,0,0,0,0,0
6.528,0,0,0,0,0,0
6.544,0,0,0,0,0,0
6.560,0,0,0,0,0,0
6.577,0,0,0,0,0,0
6.593,0,0,0,0,0,0
6.609,0,0,0,0,0,0
6.625,0,0,0,0,0,0
6.641,0,0,0,0,0,0
6.656,0,0,0,0,0,0
6.675,0,0,0,0,0,0
6.688,0,0,0,0,0,0
6.704,0,0,0,0,0,0
6.721,0,0,0,0,0,0
6.737,0,0,0,0,0,0
6.752,0,0,0,0,0,0
6.765,0,0,0,0,0,0
6.784,0,0,0,0,0,0
6.796,0,0,0,0,0,0
6.816,0,0,0,0,0,0
6.832,0,0,0,0,0,0
6.848,0,0,0,0,0,0
6.864,0,0,0,0,0,0
6.881,0,0,0,0,0,0
6.896,0,0,0,0,0,0
6.912,0,0,0,0,0,0
6.928,0,0,0,0,0,0
6.944,0,0,0,0,0,0
6.959,0,0,0,0,0,0
6.974,0,0,0,0,0,0
6.982,0,0,0,0,0,0
7.007,0,0,0,0,0,0
7.024,0,0,0,0,0,0
7.039,0,0,0,0,0,0
7.055,0,0,0,0,0,0
7.071,0,0,0,0,0,0
7.087,0,0,0,0,0,0
7.103,0,0,0,0,0,0
7.120,0,0,0,0,0,0
7.135,0,0,0,0,0,0
7.151,0,0,0,0,0,0
7.167,0,0,0,0,0,0
7.183,0,0,0,0,0,0
7.199,0,0,0,0,0,0
7.215,0,0,0,0,0,0
7.232,0,0,0,0,0,0
7.249,0,0,0,0,0,0
7.263,0,0,0,0,0,0
7.279,0,0,0,0,0,0
7.295,0,0,0,0,0,0
7.311,0,0,0,0,0,0
7.327,0,0,0,0,0,0
7.343,0,0,0,0,0,0
7.359,0,0,0,0,0,0
7.375,0,0,0,0,0,0
7.391,0,0,0,0,0,0
7.407,0,0,0,0,0,0
7.423,0,0,0,0,0,0
7.439,0,0,0,0,0,0
7.457,0,0,0,0,0,0
7.471,0,0,0,0,0,0
7.486,0,0,0,0,0,0
7.502,0,0,0,0,0,0
7.518,0,0,0,0,0,0
7.534,0,0,0,0,0,0
7.550,0,0,0,0,0,0
7.566,0,0,0,0,0,0
7.583,0,0,0,0,0,0
7.599,0,0,0,0,0,0
7.615,0,0,0,0,0,0
7.631,0,0,0,0,0,0
7.647,0,0,0,0,0,0
7.662,0,0,0,0,0,0
7.678,0,0,0,0,0,0
7.694,0,0,0,0,0,0
11.445,0,0,0,0,70,0
11.455,0,0,0,0,70,0
11.476,0,0,0,0,70,0
11.492,0,0,0,0,70,0
11.508,0,0,0,0,70,0
11.524,0,0,0,0,70,0
11.540,0,0,0,0,70,0
11.556,0,0,0,0,70,0
11.574,0,0,0,0,70,0
11.589,0,0,0,0,70,0
11.606,0,0,0,0,70,0
11.620,0,0,0,0,70,0
11.636,0,0,0,0,70,0
11.652,0,0,0,0,70,0
11.668,0,0,0,0,70,0
11.684,0,0,0,0,70,0
11.700,0,0,0,0,70,0
11.716,0,0,0,0,70,0
11.732,0,0,0,0,70,0
11.748,0,0,0,0,70,0
11.764,0,0,0,0,70,0
11.779,0,0,0,0,70,0
11.795,0,0,0,0,70,0
11.806,0,0,0,0,70,0
11.827,0,0,0,0,70,0
11.842,0,0,0,0,70,0
11.858,0,0,0,0,70,0
11.875,0,0,0,0,70,0
11.891,0,0,0,0,70,0
11.906,0,0,0,0,70,0
11.922,0,0,0,0,70,0
11.939,0,0,0,0,70,0
11.957,0,0,0,0,70,0
11.973,0,0,0,0,70,0
11.987,0,0,0,0,70,0
12.019,0,0,0,0,70,0
12.031,0,0,0,0,70,0
12.051,0,0,0,0,70,0
12.067,0,0,0,0,70,0
12.083,0,0,0,0,70,0
12.099,0,0,0,0,70,0
12.117,0,0,0,0,70,0
12.131,0,0,0,0,70,0
12.147,0,0,0,0,70,0
12.163,0,0,0,0,70,0
12.179,0,0,0,0,70,0
12.197,0,0,0,0,70,0
12.211,0,0,0,0,70,0
12.242,0,0,0,0,70,0
12.258,0,0,0,0,70,0
12.269,0,0,0,0,70,0
12.290,0,0,0,0,70,0
12.307,0,0,0,0,70,0
12.323,0,0,0,0,70,0
12.339,0,0,0,0,70,0
12.355,0,0,0,0,70,0
12.373,0,0,0,0,70,0
12.389,0,0,0,0,70,0
12.402,0,0,0,0,70,0
12.418,0,0,0,0,70,0
12.434,0,0,0,0,70,0
12.450,0,0,0,0,70,0
12.466,0,0,0,0,70,0
12.498,0,0,0,0,70,0
12.514,0,0,0,0,70,0
12.531,0,0,0,0,70,0
12.546,0,0,0,0,70,0
12.562,0,0,0,0,70,0
12.578,0,0,0,0,70,0
12.596,0,0,0,0,70,0
12.610,0,0,0,0,70,0
12.628,0,0,0,0,70,0
12.643,0,0,0,0,70,0
12.660,0,0,0,0,70,0
12.675,0,0,0,0,70,0
12.691,0,0,0,0,70,0
12.708,0,0,0,0,70,0
12.723,0,0,0,0,70,0
12.739,0,0,0,0,70,0
12.755,0,0,0,0,70,0
12.771,0,0,0,0,70,0
12.787,0,0,0,0,70,0
12.803,0,0,0,0,70,0
12.819,0,0,0,0,70,0
12.835,0,0,0,0,70,0
12.852,0,0,0,0,70,0
12.868,0,0,0,0,70,0
12.884,0,0,0,0,70,0
12.900,0,0,0,0,70,0
12.916,0,0,0,0,70,0
12.934,0,0,0,0,70,0
12.948,0,0,0,0,70,0
12.965,0,0,0,0,70,0
12.979,0,0,0,0,70,0
13.011,0,0,0,0,70,0
13.027,0,0,0,0,70,0
13.042,0,0,0,0,70,0
13.059,0,0,0,0,70,0
13.075,0,0,0,0,70,0
13.092,0,0,0,0,70,0
13.107,0,0,0,0,70,0
13.123,0,0,0,0,70,0
13.139,0,0,0,0,70,0
13.157,0,0,0,0,70,0
13.171,0,0,0,0,70,0
13.187,0,0,0,0,70,0
13.219,0,0,0,0,70,0
13.235,0,0,0,0,70,0
13.251,0,0,0,0,70,0
13.267,0,0,0,0,70,0
13.283,0,0,0,0,70,0
13.299,0,0,0,0,70,0
13.317,0,0,0,0,70,0
13.331,0,0,0,0,70,0
13.347,0,0,0,0,70,0
13.362,0,0,0,0,70,0
13.379,0,0,0,0,70,0
13.395,0,0,0,0,70,0
13.412,0,0,0,0,70,0
13.427,0,0,0,0,70,0
13.445,0,0,0,0,70,0
13.458,0,0,0,0,70,0
13.474,0,0,0,0,70,0
13.490,0,0,0,0,70,0
13.506,0,0,0,0,70,0
13.522,0,0,0,0,70,0
13.538,0,0,0,0,70,0
13.554,0,0,0,0,70,0
13.571,0,0,0,0,70,0
13.586,0,0,0,0,70,0
13.602,0,0,0,0,70,0
13.618,0,0,0,0,70,0
13.634,0,0,0,0,70,0
13.649,0,0,0,0,70,0
13.681,0,0,0,0,70,0
13.697,0,0,40,0,70,0
13.713,0,0,40,0,70,0
13.729,0,0,40,0,70,0
13.745,0,0,40,0,70,0
13.761,0,0,40,0,70,0
13.776,0,0,40,0,70,0
13.792,0,0,40,0,70,0
13.809,0,0,40,0,70,0
13.841,0,0,40,0,70,0
13.857,0,0,40,0,70,0
13.873,0,0,40,0,70,0
13.889,0,0,40,0,70,0
13.905,0,0,40,0,70,0
13.920,0,0,40,0,70,0
13.937,0,0,40,0,70,0
13.954,0,0,40,0,70,0
13.970,0,0,40,0,70,0
13.986,0,0,40,0,70,0
14.000,0,0,40,0,70,0
14.032,0,0,40,0,70,0
14.048,0,0,40,0,70,0
14.064,0,0,40,0,70,0
14.080,0,0,40,0,70,0
14.096,0,0,40,0,70,0
14.113,0,0,40,0,70,0
14.129,0,0,40,0,70,0
14.145,0,0,40,0,70,0
14.161,0,0,40,0,70,0
14.177,0,0,40,0,70,0
14.193,0,0,40,0,70,0
14.206,0,0,40,0,70,0
14.213,0,0,40,0,70,0
14.231,0,0,40,0,70,0
14.241,0,0,40,0,70,0
14.256,0,0,40,0,70,0
14.272,0,0,40,0,70,0
14.288,0,0,40,0,70,0
14.304,0,0,40,0,70,0
14.320,0,0,40,0,70,0
14.336,0,0,40,0,70,0
14.351,0,0,40,0,70,0
14.367,0,0,40,0,70,0
14.383,0,0,40,0,70,0
14.415,0,0,40,0,70,0
14.428,0,0,40,0,70,0
14.446,0,0,40,0,70,0
14.462,0,0,40,0,70,0
14.478,0,0,40,0,70,0
14.496,0,0,40,0,70,0
14.510,0,0,40,0,70,0
14.526,0,0,40,0,70,0
14.542,0,0,40,0,70,0
14.548,0,0,40,0,70,0
14.559,0,0,40,0,70,0
14.574,0,0,40,0,70,0
14.584,0,0,40,0,70,0
14.605,0,0,40,0,70,0
14.617,0,0,40,0,70,0
14.637,0,0,40,0,70,0
14.647,0,0,40,0,70,0
14.653,0,0,40,0,70,0
14.670,0,0,40,0,70,0
14.675,0,0,40,0,70,0
14.685,0,0,40,0,70,0
14.701,0,0,40,0,70,0
14.717,0,0,40,0,70,0
14.733,0,0,40,0,80,0
14.740,0,0,40,0,80,0
14.765,0,0,40,0,80,0
14.780,0,0,40,0,80,0
14.787,0,0,40,0,80,0
14.813,0,0,40,0,80,0
14.829,0,0,40,0,80,0
14.844,0,0,40,0,80,0
14.850,0,0,40,0,80,0
14.877,0,0,40,0,80,0
14.893,0,0,40,0,80,0
14.909,0,0,40,0,80,0
14.925,0,0,40,0,80,0
14.941,0,0,40,0,80,0
14.957,0,0,40,0,80,0
14.973,0,0,40,0,80,0
14.989,0,0,40,0,80,0
15.006,0,0,40,0,80,0
15.021,0,0,40,0,80,0
15.037,0,0,40,0,80,0
15.053,0,0,40,0,80,0
15.069,0,0,40,0,80,0
15.074,0,0,40,0,90,0
15.101,0,0,40,0,90,0
15.112,0,0,40,0,90,0
15.132,0,0,40,0,90,0
15.141,0,0,40,0,90,0
15.165,0,0,40,0,90,0
15.170,0,0,40,0,90,0
15.181,0,0,40,0,90,0
15.198,0,0,40,0,90,0
15.203,0,0,40,0,90,0
15.213,0,0,40,0,90,0
15.229,0,0,40,0,90,0
15.234,0,0,40,0,90,0
15.245,0,0,40,0,90,0
15.260,0,0,40,0,90,0
15.277,0,0,40,0,90,0
15.293,0,0,40,0,90,0
15.309,0,0,40,0,90,0
15.325,0,0,40,0,90,0
15.335,0,0,40,0,90,0
15.344,0,0,40,0,90,0
15.357,0,0,40,0,90,0
15.373,0,0,40,0,90,0
15.389,0,0,40,0,90,0
15.405,0,0,40,0,90,0
15.421,0,0,40,0,90,0
15.437,0,0,40,0,90,0
15.453,0,0,40,0,90,0
15.459,0,0,40,0,90,0
15.482,0,0,40,0,90,0
15.501,0,0,40,0,90,0
15.516,0,0,40,0,100,0
15.532,0,0,40,0,100,0
15.548,0,0,40,0,100,0
15.564,0,0,40,0,100,0
15.569,0,0,40,0,100,0
15.580,0,0,40,0,100,0
15.595,0,0,40,0,100,0
15.600,0,0,40,0,100,0
15.611,0,0,40,0,100,0
15.627,0,0,40,0,100,0
15.633,0,0,40,0,100,0
15.644,0,0,40,0,100,0
15.659,0,0,40,0,100,0
15.670,0,0,40,0,100,0
15.692,0,0,40,0,100,0
15.697,0,0,40,0,100,0
15.708,0,0,40,0,100,0
15.724,0,0,40,0,100,0
15.729,0,0,40,0,100,0
15.741,0,0,40,0,100,0
15.756,0,0,40,0,100,0
15.761,0,0,40,0,100,0
15.772,0,0,40,0,100,0
15.783,0,0,40,0,100,0
15.805,0,0,40,0,100,0
15.821,0,0,40,0,100,0
15.837,0,0,40,0,100,0
15.853,0,0,40,0,110,0
15.869,0,0,40,0,110,0
15.880,0,0,40,0,110,0
15.895,0,0,40,0,110,0
15.902,0,0,40,0,110,0
15.916,0,0,40,0,110,0
15.931,0,0,40,0,110,0
15.948,0,0,40,0,110,0
15.964,0,0,40,0,110,0
15.970,0,0,40,0,110,0
15.996,0,0,40,0,110,0
16.012,0,0,40,0,110,0
16.028,0,0,40,0,110,0
16.044,0,0,40,0,110,0
16.060,0,0,40,0,110,0
16.077,0,0,40,0,120,0
16.092,0,0,40,0,120,0
16.097,0,0,40,0,120,0
16.108,0,0,40,0,120,0
16.124,0,0,40,0,120,0
16.130,0,0,40,0,120,0
16.141,0,0,40,0,120,0
16.151,0,0,40,0,120,0
16.162,0,0,40,0,120,0
16.172,0,0,40,0,120,0
16.188,0,0,40,0,120,0
16.198,0,0,40,0,120,0
16.219,0,0,40,0,120,0
16.224,0,0,40,0,120,0
16.235,0,0,40,0,120,0
16.251,0,0,40,0,120,0
16.267,0,0,40,0,120,0
16.283,0,0,40,0,120,0
16.289,0,0,40,0,120,0
16.315,0,0,40,0,120,0
16.330,0,0,40,0,120,0
16.341,0,0,40,0,120,0
16.362,0,0,40,0,120,0
16.378,0,0,40,0,120,0
16.388,0,0,40,0,120,0
16.410,0,0,40,0,130,0
16.427,0,0,40,0,130,0
16.443,0,0,40,0,130,0
16.458,0,0,40,0,130,0
16.474,0,0,40,0,130,0
16.490,0,0,40,0,130,0
16.506,0,0,40,0,130,0
16.522,0,0,40,0,130,0
16.538,0,0,40,0,130,0
16.554,0,0,40,0,130,0
16.570,0,0,40,0,130,0
16.586,0,0,40,0,130,0
16.591,0,0,40,0,130,0
16.612,0,0,40,0,130,0
16.634,0,0,40,0,140,0
16.648,0,0,40,0,140,0
16.654,0,0,40,0,140,0
16.670,0,0,40,0,140,0
16.680,0,0,40,0,140,0
16.685,0,0,40,0,140,0
16.712,0,0,40,0,140,0
16.728,0,0,40,0,140,0
16.744,0,0,40,0,140,0
16.760,0,0,40,0,140,0
16.775,0,0,40,0,140,0
16.783,0,0,40,0,140,0
16.791,0,0,40,0,140,0
16.807,0,0,40,0,140,0
16.823,0,0,40,0,140,0
16.840,0,0,40,0,140,0
16.856,0,0,40,0,150,0
16.872,0,0,40,0,150,0
16.887,0,0,40,0,150,0
16.903,0,0,40,0,150,0
16.919,0,0,40,0,150,0
16.925,0,0,40,0,150,0
16.951,0,0,40,0,150,0
16.967,0,0,40,0,150,0
16.983,0,0,40,0,150,0
16.999,0,0,40,0,150,0
17.015,0,0,40,0,150,0
17.021,0,0,40,0,150,0
17.047,0,0,40,0,150,0
17.052,0,0,40,0,150,0
17.063,0,0,40,0,150,0
17.080,0,0,40,0,150,0
17.086,0,0,40,0,150,0
17.095,0,0,40,0,150,0
17.111,0,0,40,0,150,0
17.121,0,0,40,0,150,0
17.143,0,0,40,0,150,0
17.159,0,0,40,0,150,0
17.178,0,0,40,0,150,0
17.183,0,0,40,0,150,0
17.191,0,0,40,0,160,0
17.208,0,0,40,0,160,0
17.223,0,0,40,0,160,0
17.234,0,0,40,0,160,0
17.255,0,0,40,0,160,0
17.266,0,0,40,0,160,0
17.287,0,0,40,0,160,0
17.293,0,0,40,0,160,0
17.319,0,0,40,0,160,0
17.335,0,0,40,0,160,0
17.351,0,0,40,0,160,0
17.366,0,0,40,0,160,0
17.382,0,0,40,0,160,0
17.398,0,0,40,0,160,0
17.414,0,0,40,0,170,0
17.429,0,0,40,0,170,0
17.446,0,0,40,0,170,0
17.461,0,0,40,0,170,0
17.473,0,0,0,0,170,0
17.494,0,0,0,0,170,0
17.510,0,0,0,0,170,0
17.526,0,0,0,0,170,0
17.542,0,0,0,0,170,0
17.558,0,0,0,0,170,0
17.574,0,0,0,0,170,0
17.590,0,0,0,0,170,0
17.606,0,0,0,0,170,0
17.623,0,0,0,0,170,0
17.638,0,0,0,0,170,0
17.655,0,0,0,0,170,0
17.670,0,0,0,0,170,0
17.687,0,0,0,0,170,0
17.702,0,0,0,0,170,0
17.707,0,0,0,0,170,0
17.734,0,0,0,0,170,0
17.750,0,0,0,0,170,0
17.766,0,0,0,0,170,0
17.783,0,0,0,0,170,0
17.799,0,0,0,0,170,0
