t_rel,lr,fb,ud,yaw,height_cm,yaw_deg
1.811,0,0,0,0,0,-125
1.827,0,0,0,0,0,-125
1.843,0,0,0,0,0,-125
1.859,0,0,0,0,0,-125
1.875,0,0,0,0,0,-125
1.890,0,0,0,0,0,-125
1.906,0,0,0,0,0,-125
1.922,0,0,0,0,0,-125
1.938,0,0,0,0,0,-125
1.954,0,0,0,0,0,-125
1.970,0,0,0,0,0,-125
1.985,0,0,0,0,0,-125
2.001,0,0,0,0,0,-125
2.017,0,0,0,0,0,-125
2.033,0,0,0,0,0,-125
2.037,0,0,0,0,0,-125
2.067,0,0,0,0,0,-125
2.081,0,0,0,0,0,-125
2.094,0,0,0,0,0,-125
2.112,0,0,0,0,0,-125
2.128,0,0,0,0,0,-125
2.144,0,0,0,0,0,-125
2.160,0,0,0,0,0,-125
2.176,0,0,0,0,0,-125
2.191,0,0,0,0,0,-125
2.207,0,0,0,0,0,-125
2.223,0,0,0,0,0,-125
2.239,0,0,0,0,0,-125
2.255,0,0,0,0,0,-125
2.271,0,0,0,0,0,-125
2.287,0,0,0,0,0,-125
2.302,0,0,0,0,0,-125
2.320,0,0,0,0,0,-125
2.326,0,0,0,0,0,-125
2.350,0,0,0,0,0,-125
2.366,0,0,0,0,0,-125
2.382,0,0,0,0,0,-125
2.398,0,0,0,0,0,-125
2.414,0,0,0,0,0,-125
2.430,0,0,0,0,0,-125
2.446,0,0,0,0,0,-125
2.461,0,0,0,0,0,-125
2.470,0,0,0,0,0,-125
2.492,0,0,0,0,0,-125
2.508,0,0,0,0,0,-125
2.524,0,0,0,0,0,-125
2.540,0,0,0,0,0,-125
2.556,0,0,0,0,0,-125
2.571,0,0,0,0,0,-125
2.587,0,0,0,0,0,-125
2.603,0,0,0,0,0,-125
2.619,0,0,0,0,0,-125
2.635,0,0,0,0,0,-125
2.651,0,0,0,0,0,-125
2.667,0,0,0,0,0,-125
2.682,0,0,0,0,0,-125
2.698,0,0,0,0,0,-125
2.716,0,0,0,0,0,-125
2.729,0,0,0,0,0,-125
2.746,0,0,0,0,0,-125
2.761,0,0,0,0,0,-125
2.777,0,0,0,0,0,-125
2.793,0,0,0,0,0,-125
2.809,0,0,0,0,0,-125
2.824,0,0,0,0,0,-125
2.840,0,0,0,0,0,-125
2.856,0,0,0,0,0,-125
2.872,0,0,0,0,0,-125
2.888,0,0,0,0,0,-125
2.904,0,0,0,0,0,-125
2.919,0,0,0,0,0,-125
2.936,0,0,0,0,0,-125
2.952,0,0,0,0,0,-125
2.967,0,0,0,0,0,-125
2.983,0,0,0,0,0,-125
3.000,0,0,0,0,0,-125
3.016,0,0,0,0,0,-125
3.032,0,0,0,0,0,-125
3.048,0,0,0,0,0,-125
3.064,0,0,0,0,0,-125
3.080,0,0,0,0,0,-125
3.096,0,0,0,0,0,-125
3.112,0,0,0,0,0,-125
3.128,0,0,0,0,0,-125
3.144,0,0,0,0,0,-125
3.149,0,0,0,0,0,-125
3.176,0,0,0,0,0,-125
3.192,0,0,0,0,0,-125
3.208,0,0,0,0,0,-125
3.224,0,0,0,0,0,-125
3.241,0,0,0,0,0,-125
3.257,0,0,0,0,0,-125
3.265,0,0,0,0,0,-125
3.273,0,0,0,0,0,-125
3.287,0,0,0,0,0,-125
3.306,0,0,0,0,0,-125
3.330,0,0,0,0,0,-125
3.347,0,0,0,0,0,-125
3.364,0,0,0,0,0,-125
3.380,0,0,0,0,0,-125
3.405,0,0,0,0,0,-125
3.413,0,0,0,0,0,-125
3.430,0,0,0,0,0,-125
3.438,0,0,0,0,0,-125
3.455,0,0,0,0,0,-125
3.471,0,0,0,0,0,-125
3.488,0,0,0,0,0,-125
3.497,0,0,0,0,0,-125
3.518,0,0,0,0,0,-125
3.538,0,0,0,0,0,-125
3.554,0,0,0,0,0,-125
3.571,0,0,0,0,0,-125
3.587,0,0,0,0,0,-125
3.595,0,0,0,0,0,-125
3.612,0,0,0,0,0,-125
3.629,0,0,0,0,0,-125
3.645,0,0,0,0,0,-125
3.661,0,0,0,0,0,-125
3.677,0,0,0,0,0,-125
3.695,0,0,0,0,0,-125
3.713,0,0,0,0,0,-125
3.728,0,0,0,0,0,-125
3.744,0,0,0,0,0,-125
3.761,0,0,0,0,0,-125
3.769,0,0,0,0,0,-125
3.785,0,0,0,0,0,-125
3.793,0,0,0,0,0,-125
3.802,0,0,0,0,0,-125
3.810,0,0,0,0,0,-125
3.827,0,0,0,0,0,-125
3.851,0,0,0,0,0,-125
3.868,0,0,0,0,0,-125
3.884,0,0,0,0,0,-125
3.900,0,0,0,0,0,-125
3.909,0,0,0,0,0,-125
3.930,0,0,0,0,0,-125
3.942,0,0,0,0,0,-125
3.958,0,0,0,0,0,-125
3.974,0,0,0,0,0,-125
3.990,0,0,0,0,0,-125
4.004,0,0,0,0,0,-125
4.015,0,0,0,0,0,-125
4.031,0,0,0,0,0,-125
4.047,0,0,0,0,0,-125
4.062,0,0,0,0,0,-125
4.078,0,0,0,0,0,-125
4.094,0,0,0,0,0,-125
4.111,0,0,0,0,0,-125
4.127,0,0,0,0,0,-125
4.143,0,0,0,0,0,-125
4.159,0,0,0,0,0,-125
4.175,0,0,0,0,0,-125
4.190,0,0,0,0,0,-125
4.206,0,0,0,0,0,-125
4.222,0,0,0,0,0,-125
4.238,0,0,0,0,0,-125
4.254,0,0,0,0,0,-125
4.270,0,0,0,0,0,-125
4.286,0,0,0,0,0,-125
4.302,0,0,0,0,0,-125
4.317,0,0,0,0,0,-125
4.330,0,0,0,0,0,-125
4.349,0,0,0,0,0,-125
4.365,0,0,0,0,0,-125
4.381,0,0,0,0,0,-125
4.396,0,0,0,0,0,-125
4.412,0,0,0,0,0,-125
4.428,0,0,0,0,0,-125
4.444,0,0,0,0,0,-125
4.460,0,0,0,0,0,-125
4.476,0,0,0,0,0,-125
4.492,0,0,0,0,0,-125
4.507,0,0,0,0,0,-125
4.523,0,0,0,0,0,-125
4.539,0,0,0,0,0,-125
4.555,0,0,0,0,0,-125
4.571,0,0,0,0,0,-125
4.587,0,0,0,0,0,-125
4.603,0,0,0,0,0,-125
4.635,0,0,0,0,0,-125
4.651,0,0,0,0,0,-125
4.656,0,0,0,0,0,-125
4.683,0,0,0,0,0,-125
4.699,0,0,0,0,0,-125
4.715,0,0,0,0,0,-125
4.730,0,0,0,0,0,-125
4.746,0,0,0,0,0,-125
4.762,0,0,0,0,0,-125
4.778,0,0,0,0,0,-125
4.794,0,0,0,0,0,-125
4.810,0,0,0,0,0,-125
4.826,0,0,0,0,0,-125
4.845,0,0,0,0,0,-125
4.867,0,0,0,0,0,-125
4.882,0,0,0,0,0,-125
4.898,0,0,0,0,0,-125
4.921,0,0,0,0,0,-125
4.937,0,0,0,0,0,-125
4.953,0,0,0,0,0,-125
4.969,0,0,0,0,0,-125
4.985,0,0,0,0,0,-125
5.001,0,0,0,0,0,-125
5.017,0,0,0,0,0,-125
5.033,0,0,0,0,0,-125
5.044,0,0,0,0,0,-125
5.065,0,0,0,0,0,-125
5.081,0,0,0,0,0,-125
5.096,0,0,0,0,0,-125
5.112,0,0,0,0,0,-125
5.128,0,0,0,0,0,-125
5.140,0,0,0,0,0,-125
5.147,0,0,0,0,0,-125
5.176,0,0,0,0,0,-125
5.191,0,0,0,0,0,-125
5.207,0,0,0,0,0,-125
5.223,0,0,0,0,0,-125
5.239,0,0,0,0,0,-125
5.256,0,0,0,0,0,-125
5.272,0,0,0,0,0,-125
5.288,0,0,0,0,0,-125
5.304,0,0,0,0,0,-125
5.319,0,0,0,0,0,-125
5.336,0,0,0,0,0,-125
5.351,0,0,0,0,0,-125
5.367,0,0,0,0,0,-125
5.383,0,0,0,0,0,-125
5.402,0,0,0,0,0,-125
5.415,0,0,0,0,0,-125
5.431,0,0,0,0,0,-125
5.447,0,0,0,0,0,-125
5.463,0,0,0,0,0,-125
5.479,0,0,0,0,0,-125
5.494,0,0,0,0,0,-125
5.510,0,0,0,0,0,-125
5.526,0,0,0,0,0,-125
5.542,0,0,0,0,0,-125
5.558,0,0,0,0,0,-125
5.574,0,0,0,0,0,-125
5.590,0,0,0,0,0,-125
5.606,0,0,0,0,0,-125
5.622,0,0,0,0,0,-125
5.638,0,0,0,0,0,-125
5.654,0,0,0,0,0,-125
5.669,0,0,0,0,0,-125
5.685,0,0,0,0,0,-125
5.701,0,0,0,0,0,-125
5.717,0,0,0,0,0,-125
5.734,0,0,0,0,0,-125
5.749,0,0,0,0,0,-125
5.760,0,0,0,0,0,-125
5.780,0,0,0,0,0,-125
5.812,0,0,0,0,0,-125
5.824,0,0,0,0,0,-125
5.844,0,0,0,0,0,-125
5.849,0,0,0,0,0,-125
5.876,0,0,0,0,0,-125
5.892,0,0,0,0,0,-125
5.908,0,0,0,0,0,-125
5.924,0,0,0,0,0,-125
5.940,0,0,0,0,0,-125
5.955,0,0,0,0,0,-125
5.960,0,0,0,0,0,-125
5.987,0,0,0,0,0,-125
6.003,0,0,0,0,0,-125
6.019,0,0,0,0,0,-125
6.035,0,0,0,0,0,-125
6.051,0,0,0,0,0,-125
6.067,0,0,0,0,0,-125
6.083,0,0,0,0,0,-125
6.099,0,0,0,0,0,-125
6.115,0,0,0,0,0,-125
6.131,0,0,0,0,0,-125
6.147,0,0,0,0,0,-125
6.163,0,0,0,0,0,-125
6.179,0,0,0,0,0,-125
6.194,0,0,0,0,0,-125
6.210,0,0,0,0,0,-125
6.226,0,0,0,0,0,-125
6.242,0,0,0,0,0,-125
6.258,0,0,0,0,0,-125
6.274,0,0,0,0,0,-125
6.290,0,0,0,0,0,-125
6.306,0,0,0,0,0,-125
6.322,0,0,0,0,0,-125
6.338,0,0,0,0,0,-125
6.354,0,0,0,0,0,-125
6.369,0,0,0,0,0,-125
6.385,0,0,0,0,0,-125
6.401,0,0,0,0,0,-125
6.417,0,0,0,0,0,-125
6.433,0,0,0,0,0,-125
6.449,0,0,0,0,0,-125
6.465,0,0,0,0,0,-125
6.474,0,0,0,0,0,-125
6.497,0,0,0,0,0,-125
6.513,0,0,0,0,0,-125
6.529,0,0,0,0,0,-125
6.545,0,0,0,0,0,-125
6.561,0,0,0,0,0,-125
6.577,0,0,0,0,0,-125
6.592,0,0,0,0,0,-125
6.609,0,0,0,0,0,-125
6.625,0,0,0,0,0,-125
6.641,0,0,0,0,0,-125
6.657,0,0,0,0,0,-125
6.672,0,0,0,0,0,-125
6.688,0,0,0,0,0,-125
6.704,0,0,0,0,0,-125
6.720,0,0,0,0,0,-125
6.736,0,0,0,0,0,-125
6.752,0,0,0,0,0,-125
6.767,0,0,0,0,0,-125
6.784,0,0,0,0,0,-125
6.800,0,0,0,0,0,-125
6.816,0,0,0,0,0,-125
6.832,0,0,0,0,0,-125
6.847,0,0,0,0,0,-125
