image,flight,target,realised,match_dist,yaw_deg,verdict,reason
S2_PAIR_occ25_f000688.jpg,S2_PAIR_occ25,rc_car,0.0000,11.58,43.0,LIGHT,"frontal, below the confident floor - light occlusion"
S2_PAIR_occ25_f000696.jpg,S2_PAIR_occ25,rc_car,0.0000,8.31,49.0,LIGHT,"frontal, below the confident floor - light occlusion"
S2_PAIR_occ25_f000704.jpg,S2_PAIR_occ25,rc_car,0.0000,7.61,50.0,LIGHT,"frontal, below the confident floor - light occlusion"
S2_PAIR_occ25_f000712.jpg,S2_PAIR_occ25,rc_car,0.0000,7.62,50.0,LIGHT,"frontal, below the confident floor - light occlusion"
S2_PAIR_occ25_f000720.jpg,S2_PAIR_occ25,rc_car,0.0000,7.66,49.0,LIGHT,"frontal, below the confident floor - light occlusion"
S2_PAIR_occ25_f000728.jpg,S2_PAIR_occ25,rc_car,0.0000,7.59,49.0,LIGHT,"frontal, below the confident floor - light occlusion"
S2_PAIR_occ25_f000736.jpg,S2_PAIR_occ25,rc_car,0.0000,7.77,49.0,LIGHT,"frontal, below the confident floor - light occlusion"
S2_PAIR_occ25_f000744.jpg,S2_PAIR_occ25,rc_car,0.0000,8.50,50.0,LIGHT,"frontal, below the confident floor - light occlusion"
S2_PAIR_occ25_f000752.jpg,S2_PAIR_occ25,rc_car,0.0000,8.39,50.0,LIGHT,"frontal, below the confident floor - light occlusion"
S2_PAIR_occ25_f000760.jpg,S2_PAIR_occ25,rc_car,0.0000,8.34,50.0,LIGHT,"frontal, below the confident floor - light occlusion"
S2_PAIR_occ25_f000768.jpg,S2_PAIR_occ25,rc_car,0.0000,8.02,50.0,LIGHT,"frontal, below the confident floor - light occlusion"
S2_PAIR_occ25_f000776.jpg,S2_PAIR_occ25,rc_car,0.0000,7.77,50.0,LIGHT,"frontal, below the confident floor - light occlusion"
S2_PAIR_occ25_f000784.jpg,S2_PAIR_occ25,rc_car,0.0000,7.52,50.0,LIGHT,"frontal, below the confident floor - light occlusion"
S2_PAIR_occ25_f000792.jpg,S2_PAIR_occ25,rc_car,0.0000,7.42,50.0,LIGHT,"frontal, below the confident floor - light occlusion"
S2_PAIR_occ25_f000800.jpg,S2_PAIR_occ25,rc_car,0.0000,7.44,50.0,LIGHT,"frontal, below the confident floor - light occlusion"
S2_PAIR_occ25_f000808.jpg,S2_PAIR_occ25,rc_car,0.0000,7.49,50.0,LIGHT,"frontal, below the confident floor - light occlusion"
S2_PAIR_occ25_f000816.jpg,S2_PAIR_occ25,rc_car,0.0000,7.67,50.0,LIGHT,"frontal, below the confident floor - light occlusion"
S2_PAIR_occ25_f000824.jpg,S2_PAIR_occ25,rc_car,0.0000,7.72,50.0,LIGHT,"frontal, below the confident floor - light occlusion"
S2_PAIR_occ25_f000832.jpg,S2_PAIR_occ25,rc_car,0.0000,7.81,50.0,LIGHT,"frontal, below the confident floor - light occlusion"
S2_PAIR_occ25_f000840.jpg,S2_PAIR_occ25,rc_car,0.0000,7.78,50.0,LIGHT,"frontal, below the confident floor - light occlusion"
S2_PAIR_occ25_f000848.jpg,S2_PAIR_occ25,rc_car,0.0000,7.53,50.0,LIGHT,"frontal, below the confident floor - light occlusion"
S2_PAIR_occ25_f000856.jpg,S2_PAIR_occ25,rc_car,0.0000,7.42,50.0,LIGHT,"frontal, below the confident floor - light occlusion"
S2_PAIR_occ25_f000864.jpg,S2_PAIR_occ25,rc_car,0.0000,7.75,50.0,LIGHT,"frontal, below the confident floor - light occlusion"
S2_PAIR_occ25_f000872.jpg,S2_PAIR_occ25,rc_car,0.0000,8.13,50.0,LIGHT,"frontal, below the confident floor - light occlusion"
S2_PAIR_occ25_f000880.jpg,S2_PAIR_occ25,rc_car,0.0000,10.22,66.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f000888.jpg,S2_PAIR_occ25,rc_car,0.0000,13.41,71.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f000896.jpg,S2_PAIR_occ25,rc_car,0.0000,12.48,71.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f000904.jpg,S2_PAIR_occ25,rc_car,0.0000,11.75,71.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f000912.jpg,S2_PAIR_occ25,rc_car,0.0000,11.76,71.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f000920.jpg,S2_PAIR_occ25,rc_car,0.0000,11.85,71.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f000928.jpg,S2_PAIR_occ25,rc_car,0.0000,11.83,71.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f000936.jpg,S2_PAIR_occ25,rc_car,0.0000,11.53,71.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f000944.jpg,S2_PAIR_occ25,rc_car,0.0000,11.42,71.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f000952.jpg,S2_PAIR_occ25,rc_car,0.0000,11.76,71.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f000960.jpg,S2_PAIR_occ25,rc_car,0.0000,12.03,71.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f000968.jpg,S2_PAIR_occ25,rc_car,0.0000,11.59,71.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f000976.jpg,S2_PAIR_occ25,rc_car,0.0000,11.97,71.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f000984.jpg,S2_PAIR_occ25,rc_car,0.0000,12.47,71.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f000992.jpg,S2_PAIR_occ25,rc_car,0.0000,12.45,71.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001000.jpg,S2_PAIR_occ25,rc_car,0.0000,12.16,72.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001008.jpg,S2_PAIR_occ25,rc_car,0.0000,13.21,78.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001016.jpg,S2_PAIR_occ25,rc_car,,16.10,86.0,AMBIGUOUS,no viewpoint-matched clean frame
S2_PAIR_occ25_f001048.jpg,S2_PAIR_occ25,rc_car,,17.40,90.0,AMBIGUOUS,no viewpoint-matched clean frame
S2_PAIR_occ25_f001056.jpg,S2_PAIR_occ25,rc_car,,17.02,90.0,AMBIGUOUS,no viewpoint-matched clean frame
S2_PAIR_occ25_f001064.jpg,S2_PAIR_occ25,rc_car,,16.92,90.0,AMBIGUOUS,no viewpoint-matched clean frame
S2_PAIR_occ25_f001072.jpg,S2_PAIR_occ25,rc_car,,14.94,90.0,AMBIGUOUS,no viewpoint-matched clean frame
S2_PAIR_occ25_f001080.jpg,S2_PAIR_occ25,rc_car,,14.94,90.0,AMBIGUOUS,no viewpoint-matched clean frame
S2_PAIR_occ25_f001088.jpg,S2_PAIR_occ25,rc_car,,14.52,90.0,AMBIGUOUS,no viewpoint-matched clean frame
S2_PAIR_occ25_f001096.jpg,S2_PAIR_occ25,rc_car,,14.59,90.0,AMBIGUOUS,no viewpoint-matched clean frame
S2_PAIR_occ25_f001104.jpg,S2_PAIR_occ25,rc_car,,14.43,90.0,AMBIGUOUS,no viewpoint-matched clean frame
S2_PAIR_occ25_f001112.jpg,S2_PAIR_occ25,rc_car,,14.57,90.0,AMBIGUOUS,no viewpoint-matched clean frame
S2_PAIR_occ25_f001120.jpg,S2_PAIR_occ25,rc_car,,14.57,90.0,AMBIGUOUS,no viewpoint-matched clean frame
S2_PAIR_occ25_f001152.jpg,S2_PAIR_occ25,rc_car,,14.82,103.0,AMBIGUOUS,no viewpoint-matched clean frame
S2_PAIR_occ25_f001160.jpg,S2_PAIR_occ25,rc_car,,18.84,111.0,AMBIGUOUS,no viewpoint-matched clean frame
S2_PAIR_occ25_f001168.jpg,S2_PAIR_occ25,rc_car,,15.61,121.0,AMBIGUOUS,no viewpoint-matched clean frame
S2_PAIR_occ25_f001176.jpg,S2_PAIR_occ25,rc_car,0.0000,13.02,124.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001184.jpg,S2_PAIR_occ25,rc_car,0.0000,13.24,124.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001192.jpg,S2_PAIR_occ25,rc_car,0.0000,13.14,124.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001200.jpg,S2_PAIR_occ25,rc_car,0.0000,13.45,124.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001216.jpg,S2_PAIR_occ25,rc_car,,14.57,124.0,AMBIGUOUS,no viewpoint-matched clean frame
S2_PAIR_occ25_f001224.jpg,S2_PAIR_occ25,rc_car,,15.39,124.0,AMBIGUOUS,no viewpoint-matched clean frame
S2_PAIR_occ25_f001232.jpg,S2_PAIR_occ25,rc_car,,15.91,124.0,AMBIGUOUS,no viewpoint-matched clean frame
S2_PAIR_occ25_f001240.jpg,S2_PAIR_occ25,rc_car,,18.22,128.0,AMBIGUOUS,no viewpoint-matched clean frame
S2_PAIR_occ25_f001248.jpg,S2_PAIR_occ25,rc_car,,16.53,134.0,AMBIGUOUS,no viewpoint-matched clean frame
S2_PAIR_occ25_f001256.jpg,S2_PAIR_occ25,rc_car,,16.74,142.0,AMBIGUOUS,no viewpoint-matched clean frame
S2_PAIR_occ25_f001264.jpg,S2_PAIR_occ25,rc_car,0.0000,13.02,146.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001272.jpg,S2_PAIR_occ25,rc_car,0.0000,11.00,146.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001280.jpg,S2_PAIR_occ25,rc_car,0.0000,11.74,146.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001288.jpg,S2_PAIR_occ25,rc_car,0.0000,12.20,146.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001296.jpg,S2_PAIR_occ25,rc_car,0.0000,11.49,146.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001304.jpg,S2_PAIR_occ25,rc_car,,14.55,146.0,AMBIGUOUS,no viewpoint-matched clean frame
S2_PAIR_occ25_f001312.jpg,S2_PAIR_occ25,rc_car,,17.98,146.0,AMBIGUOUS,no viewpoint-matched clean frame
S2_PAIR_occ25_f001320.jpg,S2_PAIR_occ25,rc_car,,19.21,146.0,AMBIGUOUS,no viewpoint-matched clean frame
S2_PAIR_occ25_f001328.jpg,S2_PAIR_occ25,rc_car,0.0000,11.71,146.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001336.jpg,S2_PAIR_occ25,rc_car,0.0000,13.01,146.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001344.jpg,S2_PAIR_occ25,rc_car,0.0000,13.66,146.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001352.jpg,S2_PAIR_occ25,rc_car,0.0000,13.67,146.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001360.jpg,S2_PAIR_occ25,rc_car,0.0000,12.26,146.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001368.jpg,S2_PAIR_occ25,rc_car,0.0000,12.80,146.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001376.jpg,S2_PAIR_occ25,rc_car,0.0000,13.84,146.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001384.jpg,S2_PAIR_occ25,rc_car,0.0000,12.16,146.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001392.jpg,S2_PAIR_occ25,rc_car,,15.79,159.0,AMBIGUOUS,no viewpoint-matched clean frame
S2_PAIR_occ25_f001400.jpg,S2_PAIR_occ25,rc_car,,15.09,164.0,AMBIGUOUS,no viewpoint-matched clean frame
S2_PAIR_occ25_f001408.jpg,S2_PAIR_occ25,rc_car,0.0000,11.73,168.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001416.jpg,S2_PAIR_occ25,rc_car,0.0000,12.45,168.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001424.jpg,S2_PAIR_occ25,rc_car,0.0000,12.76,168.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001432.jpg,S2_PAIR_occ25,rc_car,0.0000,12.25,168.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001440.jpg,S2_PAIR_occ25,rc_car,0.0000,12.76,168.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001448.jpg,S2_PAIR_occ25,rc_car,0.0000,12.92,168.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001456.jpg,S2_PAIR_occ25,rc_car,0.0000,13.17,168.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001464.jpg,S2_PAIR_occ25,rc_car,,14.19,168.0,AMBIGUOUS,no viewpoint-matched clean frame
S2_PAIR_occ25_f001472.jpg,S2_PAIR_occ25,rc_car,,14.35,168.0,AMBIGUOUS,no viewpoint-matched clean frame
S2_PAIR_occ25_f001480.jpg,S2_PAIR_occ25,rc_car,,14.30,168.0,AMBIGUOUS,no viewpoint-matched clean frame
S2_PAIR_occ25_f001512.jpg,S2_PAIR_occ25,rc_car,0.0000,12.67,168.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001520.jpg,S2_PAIR_occ25,rc_car,0.0000,13.21,168.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001528.jpg,S2_PAIR_occ25,rc_car,0.0000,13.12,168.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001536.jpg,S2_PAIR_occ25,rc_car,0.0000,13.06,173.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001544.jpg,S2_PAIR_occ25,rc_car,0.0000,13.35,-175.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001552.jpg,S2_PAIR_occ25,rc_car,,16.15,-169.0,AMBIGUOUS,no viewpoint-matched clean frame
S2_PAIR_occ25_f001560.jpg,S2_PAIR_occ25,rc_car,0.0000,13.40,-167.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001568.jpg,S2_PAIR_occ25,rc_car,,14.09,-166.0,AMBIGUOUS,no viewpoint-matched clean frame
S2_PAIR_occ25_f001576.jpg,S2_PAIR_occ25,rc_car,0.0000,13.97,-166.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001584.jpg,S2_PAIR_occ25,rc_car,0.0000,13.88,-166.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001592.jpg,S2_PAIR_occ25,rc_car,0.0000,13.64,-166.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001600.jpg,S2_PAIR_occ25,rc_car,0.0000,13.33,-167.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001608.jpg,S2_PAIR_occ25,rc_car,0.0000,13.38,-167.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001616.jpg,S2_PAIR_occ25,rc_car,0.0000,12.50,-167.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001624.jpg,S2_PAIR_occ25,rc_car,0.0000,12.79,-167.0,BYPASSED,outside frontal sector - far side of the strip
S2_PAIR_occ25_f001632.jpg,S2_PAIR_occ25,rc_car,0.0000,13.83,-166.0,BYPASSED,outside frontal sector - far side of the strip
