stem,role,frame_idx,t_rel,tof_cm,height_cm,yaw_deg,aruco_px,gsd_at_mat_mm_px,blur,tags
S1_futsal_C1_20260717_084129,C1_approach_aux,648,27.428,10,0,0,,,288,
S1_futsal_C1_20260717_084129,C1_approach_aux,657,27.759,10,0,0,,,289,
S1_futsal_C1_20260717_084129,C1_approach_aux,666,32.585,81,70,0,,,193,
S1_futsal_C1_20260717_084129,C1_approach_aux,675,32.969,81,70,0,,,203,
S1_futsal_C1_20260717_084129,C1_approach_aux,684,33.304,81,70,0,,,205,
S1_futsal_C1_20260717_084129,C1_approach_aux,693,33.610,80,70,0,,,190,
S1_futsal_C1_20260717_084129,C1_approach_aux,702,33.905,79,70,0,,,195,
S1_futsal_C1_20260717_084129,C1_approach_aux,711,34.233,78,70,0,,,199,
S1_futsal_C1_20260717_084129,C1_approach_aux,720,34.525,77,70,0,17.0,5.66,201,
S1_futsal_C1_20260717_084129,C1_approach_aux,729,34.818,79,70,0,,,207,
S1_futsal_C1_20260717_084129,C1_approach_aux,738,35.093,78,70,0,,,191,
S1_futsal_C1_20260717_084129,C1_approach_aux,747,35.404,79,70,0,,,206,
S1_futsal_C1_20260717_084129,C1_approach_aux,756,35.688,80,70,0,,,199,
S1_futsal_C1_20260717_084129,C1_approach_aux,765,35.989,80,70,0,,,204,
S1_futsal_C1_20260717_084129,C1_approach_aux,774,36.324,81,70,0,,,208,
S1_futsal_C1_20260717_084129,C1_approach_aux,783,36.628,82,70,0,,,200,
S1_futsal_C1_20260717_084129,C1_approach_aux,792,36.923,82,70,0,,,195,
S1_futsal_C1_20260717_084129,C1_approach_aux,801,37.220,84,70,0,,,193,
S1_futsal_C1_20260717_084129,C1_approach_aux,810,37.522,83,70,0,,,200,
S1_futsal_C1_20260717_084129,C1_approach_aux,819,37.830,83,70,0,,,202,
S1_futsal_C1_20260717_084129,C1_approach_aux,828,38.128,82,70,0,,,211,
S1_futsal_C1_20260717_084129,C1_approach_aux,837,38.439,81,70,0,,,202,
S1_futsal_C1_20260717_084129,C1_approach_aux,846,38.756,81,70,0,,,200,
S1_futsal_C1_20260717_084129,C1_approach_aux,855,39.054,82,70,0,,,205,
S1_futsal_C1_20260717_084129,C1_approach_aux,864,39.362,81,70,0,,,193,
S1_futsal_C1_20260717_084129,C1_approach_aux,873,39.657,82,70,0,,,202,
S1_futsal_C1_20260717_084129,C1_approach_aux,882,39.967,82,70,0,,,200,
S1_futsal_C1_20260717_084129,C1_approach_aux,891,40.254,83,70,0,15.8,6.09,205,
S1_futsal_C1_20260717_084129,C1_approach_aux,900,40.554,82,70,0,,,195,
S1_futsal_C1_20260717_084129,C1_approach_aux,909,40.853,82,70,0,,,190,
S1_futsal_C1_20260717_084129,C1_approach_aux,918,41.154,82,70,0,,,179,
S1_futsal_C1_20260717_084129,C1_approach_aux,927,41.468,82,70,0,,,188,
S1_futsal_C1_20260717_084129,C1_approach_aux,936,41.762,82,70,0,,,198,
S1_futsal_C1_20260717_084129,C1_approach_aux,945,42.088,81,70,0,,,201,
S1_futsal_C1_20260717_084129,C1_approach_aux,954,42.403,82,70,0,,,201,
S1_futsal_C1_20260717_084129,C1_approach_aux,963,42.692,81,70,0,,,185,
S1_futsal_C1_20260717_084129,C1_approach_aux,972,43.005,81,70,0,,,189,
S1_futsal_C1_20260717_084129,C1_approach_aux,981,43.288,82,70,0,,,193,
S1_futsal_C1_20260717_084129,C1_approach_aux,990,43.587,81,70,0,,,181,
S1_futsal_C1_20260717_084129,C1_approach_aux,999,43.895,82,70,0,,,180,
S1_futsal_C1_20260717_084129,C1_approach_aux,1008,44.201,82,70,0,,,174,
S1_futsal_C1_20260717_084129,C1_approach_aux,1017,44.526,82,70,0,,,178,
S1_futsal_C1_20260717_084129,C1_approach_aux,1026,44.828,81,70,0,,,180,
S1_futsal_C1_20260717_084129,C1_approach_aux,1035,45.135,82,70,0,,,194,
S1_futsal_C1_20260717_084129,C1_approach_aux,1044,45.422,83,70,0,,,193,
S1_futsal_C1_20260717_084129,C1_approach_aux,1053,45.722,83,70,0,,,195,
S1_futsal_C1_20260717_084129,C1_approach_aux,1062,46.021,84,70,0,,,191,
S1_futsal_C1_20260717_084129,C1_approach_aux,1071,46.321,83,70,0,,,191,
S1_futsal_C1_20260717_084129,C1_approach_aux,1080,46.631,81,70,0,,,200,
S1_futsal_C1_20260717_084129,C1_approach_aux,1089,46.953,80,70,0,,,194,
S1_futsal_C1_20260717_084129,C1_approach_aux,1098,47.261,80,70,0,,,197,
S1_futsal_C1_20260717_084129,C1_approach_aux,1107,47.564,79,70,0,,,204,
S1_futsal_C1_20260717_084129,C1_approach_aux,1116,47.854,80,70,0,,,199,
S1_futsal_C1_20260717_084129,C1_approach_aux,1125,48.158,80,70,0,,,204,
S1_futsal_C1_20260717_084129,C1_approach_aux,1134,48.459,80,70,0,,,197,
S1_futsal_C1_20260717_084129,C1_approach_aux,1143,48.755,81,70,0,,,196,
S1_futsal_C1_20260717_084129,C1_approach_aux,1152,49.061,82,70,0,,,198,
S1_futsal_C1_20260717_084129,C1_approach_aux,1161,49.353,81,70,0,,,186,
S1_futsal_C1_20260717_084129,C1_approach_aux,1170,49.654,82,70,0,,,185,
S1_futsal_C1_20260717_084129,C1_approach_aux,1179,49.968,83,70,0,,,180,
S1_futsal_C1_20260717_084129,C1_approach_aux,1188,50.265,82,70,0,,,169,
S1_futsal_C1_20260717_084129,C1_approach_aux,1197,50.562,80,70,0,,,175,
S1_futsal_C1_20260717_084129,C1_approach_aux,1206,50.853,81,70,0,,,181,
S1_futsal_C1_20260717_084129,C1_approach_aux,1215,51.155,81,70,0,,,178,
S1_futsal_C1_20260717_084129,C1_approach_aux,1224,51.506,81,70,0,17.2,5.60,169,
S1_futsal_C1_20260717_084129,C1_approach_aux,1233,51.830,81,70,0,,,177,
S1_futsal_C1_20260717_084129,C1_approach_aux,1242,52.139,82,70,0,,,174,
S1_futsal_C1_20260717_084129,C1_approach_aux,1251,52.432,82,70,0,,,171,
S1_futsal_C1_20260717_084129,C1_approach_aux,1260,52.735,82,70,0,,,160,blur_moderate
S1_futsal_C1_20260717_084129,C1_approach_aux,1269,53.054,82,70,0,,,179,
S1_futsal_C1_20260717_084129,C1_approach_aux,1278,53.362,81,70,0,,,180,
S1_futsal_C1_20260717_084129,C1_approach_aux,1287,53.651,80,70,0,,,175,
S1_futsal_C1_20260717_084129,C1_approach_aux,1296,53.959,80,70,0,,,186,
S1_futsal_C1_20260717_084129,C1_approach_aux,1305,54.261,79,70,0,,,186,
S1_futsal_C1_20260717_084129,C1_approach_aux,1314,54.554,80,70,0,,,177,
S1_futsal_C1_20260717_084129,C1_approach_aux,1323,54.872,81,70,0,,,185,
S1_futsal_C1_20260717_084129,C1_approach_aux,1332,55.161,81,70,0,,,182,
S1_futsal_C1_20260717_084129,C1_approach_aux,1341,55.456,82,70,0,18.3,5.26,189,
S1_futsal_C1_20260717_084129,C1_approach_aux,1350,55.754,81,70,0,,,173,
S1_futsal_C1_20260717_084129,C1_approach_aux,1359,56.069,81,70,0,,,176,
S1_futsal_C1_20260717_084129,C1_approach_aux,1368,56.354,81,70,0,,,177,
S1_futsal_C1_20260717_084129,C1_approach_aux,1377,56.668,81,70,0,,,174,
S1_futsal_C1_20260717_084129,C1_approach_aux,1386,56.972,81,70,0,,,177,
S1_futsal_C1_20260717_084129,C1_approach_aux,1395,57.270,80,70,0,,,152,blur_moderate
S1_futsal_C1_20260717_084129,C1_approach_aux,1404,57.556,79,70,0,,,149,blur_moderate
S1_futsal_C1_20260717_084129,C1_approach_aux,1413,57.886,78,70,0,,,195,
S1_futsal_C1_20260717_084129,C1_approach_aux,1422,58.195,78,70,0,,,183,
S1_futsal_C1_20260717_084129,C1_approach_aux,1431,58.495,77,70,0,,,179,
S1_futsal_C1_20260717_084129,C1_approach_aux,1440,58.769,77,70,0,,,180,
S1_futsal_C1_20260717_084129,C1_approach_aux,1449,59.103,77,70,1,17.3,5.57,194,
S1_futsal_C1_20260717_084129,C1_approach_aux,1458,59.402,77,70,1,,,186,
S1_futsal_C1_20260717_084129,C1_approach_aux,1467,59.689,78,70,1,,,186,
S1_futsal_C1_20260717_084129,C1_approach_aux,1476,59.989,78,70,0,,,181,
S1_futsal_C1_20260717_084129,C1_approach_aux,1485,60.305,79,70,0,17.5,5.50,192,
S1_futsal_C1_20260717_084129,C1_approach_aux,1494,60.588,80,70,0,,,198,
S1_futsal_C1_20260717_084129,C1_approach_aux,1503,60.891,81,70,0,,,191,
S1_futsal_C1_20260717_084129,C1_approach_aux,1512,61.201,82,70,0,,,197,
S1_futsal_C1_20260717_084129,C1_approach_aux,1521,61.486,83,70,1,,,200,
S1_futsal_C1_20260717_084129,C1_approach_aux,1530,61.764,83,70,0,,,186,
S1_futsal_C1_20260717_084129,C1_approach_aux,1539,62.101,82,70,0,,,191,
S1_futsal_C1_20260717_084129,C1_approach_aux,1548,62.385,82,70,0,,,195,
S1_futsal_C1_20260717_084129,C1_approach_aux,1557,62.687,82,70,0,,,181,
S1_futsal_C1_20260717_084129,C1_approach_aux,1566,63.034,83,70,0,,,185,
S1_futsal_C1_20260717_084129,C1_approach_aux,1575,63.331,83,70,0,17.5,5.50,187,
S1_futsal_C1_20260717_084129,C1_approach_aux,1584,63.623,82,70,0,17.8,5.41,183,
S1_futsal_C1_20260717_084129,C1_approach_aux,1593,63.962,82,70,0,,,179,
S1_futsal_C1_20260717_084129,C1_approach_aux,1602,64.255,82,70,0,,,181,
S1_futsal_C1_20260717_084129,C1_approach_aux,1611,64.555,83,70,0,,,180,
S1_futsal_C1_20260717_084129,C1_approach_aux,1620,64.861,82,70,1,,,173,
S1_futsal_C1_20260717_084129,C1_approach_aux,1629,65.154,83,70,0,,,182,
S1_futsal_C1_20260717_084129,C1_approach_aux,1638,65.463,84,70,0,,,176,
S1_futsal_C1_20260717_084129,C1_approach_aux,1647,65.755,84,70,0,,,179,
S1_futsal_C1_20260717_084129,C1_approach_aux,1656,66.055,82,70,0,,,182,
S1_futsal_C1_20260717_084129,C1_approach_aux,1665,66.368,82,70,0,,,166,
S1_futsal_C1_20260717_084129,C1_approach_aux,1674,66.655,83,70,0,,,177,
S1_futsal_C1_20260717_084129,C1_approach_aux,1683,66.950,83,70,0,,,173,
S1_futsal_C1_20260717_084129,C1_approach_aux,1692,67.253,83,70,0,,,177,
S1_futsal_C1_20260717_084129,C1_approach_aux,1701,67.565,82,70,0,,,176,
S1_futsal_C1_20260717_084129,C1_approach_aux,1710,67.892,82,70,0,,,180,
S1_futsal_C1_20260717_084129,C1_approach_aux,1719,68.191,82,70,0,,,180,
S1_futsal_C1_20260717_084129,C1_approach_aux,1728,68.489,81,70,0,,,180,
S1_futsal_C1_20260717_084129,C1_approach_aux,1737,68.772,81,70,0,,,173,
S1_futsal_C1_20260717_084129,C1_approach_aux,1746,69.088,81,70,0,,,184,
S1_futsal_C1_20260717_084129,C1_approach_aux,1755,69.404,81,70,0,,,180,
S1_futsal_C1_20260717_084129,C1_approach_aux,1764,69.685,80,70,0,,,185,
S1_futsal_C1_20260717_084129,C1_approach_aux,1773,70.006,80,70,0,,,183,
S1_futsal_C1_20260717_084129,C1_approach_aux,1782,70.327,79,70,0,,,189,
S1_futsal_C1_20260717_084129,C1_approach_aux,1791,70.620,79,70,0,,,198,
S1_futsal_C1_20260717_084129,C1_approach_aux,1800,70.920,80,70,0,,,195,
S1_futsal_C1_20260717_084129,C1_approach_aux,1809,71.221,81,70,0,17.5,5.50,201,
S1_futsal_C1_20260717_084129,C1_approach_aux,1818,71.542,83,70,0,,,198,
S1_futsal_C1_20260717_084129,C1_approach_aux,1827,71.824,84,70,0,,,209,
S1_futsal_C1_20260717_084129,C1_approach_aux,1836,72.122,85,70,0,,,193,
S1_futsal_C1_20260717_084129,C1_approach_aux,1845,72.421,85,70,0,,,202,
S1_futsal_C1_20260717_084129,C1_approach_aux,1854,72.722,84,70,1,,,188,
S1_futsal_C1_20260717_084129,C1_approach_aux,1863,73.034,82,70,1,,,200,
S1_futsal_C1_20260717_084129,C1_approach_aux,1872,73.320,80,70,0,18.3,5.26,181,
S1_futsal_C1_20260717_084129,C1_approach_aux,1881,73.622,79,70,0,18.3,5.26,192,
S1_futsal_C1_20260717_084129,C1_approach_aux,1890,73.972,78,70,0,,,200,
S1_futsal_C1_20260717_084129,C1_approach_aux,1899,74.285,79,70,0,,,194,
S1_futsal_C1_20260717_084129,C1_approach_aux,1908,74.589,79,70,1,,,200,
S1_futsal_C1_20260717_084129,C1_approach_aux,1917,74.890,79,70,0,,,209,
S1_futsal_C1_20260717_084129,C1_approach_aux,1926,75.184,80,70,0,,,207,
S1_futsal_C1_20260717_084129,C1_approach_aux,1935,75.487,79,70,1,,,208,
S1_futsal_C1_20260717_084129,C1_approach_aux,1944,75.771,81,70,1,,,176,
S1_futsal_C1_20260717_084129,C1_approach_aux,1953,76.122,80,70,0,,,191,
S1_futsal_C1_20260717_084129,C1_approach_aux,1962,76.422,80,70,0,,,182,
S1_futsal_C1_20260717_084129,C1_approach_aux,1971,76.718,81,70,0,,,186,
S1_futsal_C1_20260717_084129,C1_approach_aux,1980,77.021,81,70,0,20.4,4.72,173,
S1_futsal_C1_20260717_084129,C1_approach_aux,1989,77.323,80,70,0,20.4,4.72,175,
S1_futsal_C1_20260717_084129,C1_approach_aux,1998,77.638,80,70,0,21.4,4.50,179,
S1_futsal_C1_20260717_084129,C1_approach_aux,2007,77.955,81,70,0,22.0,4.38,202,
S1_futsal_C1_20260717_084129,C1_approach_aux,2016,78.254,81,70,1,22.5,4.28,201,
S1_futsal_C1_20260717_084129,C1_approach_aux,2025,78.565,80,70,0,22.4,4.30,191,
S1_futsal_C1_20260717_084129,C1_approach_aux,2034,78.870,79,70,0,22.2,4.34,188,
S1_futsal_C1_20260717_084129,C1_approach_aux,2043,79.162,79,70,0,23.2,4.15,182,
S1_futsal_C1_20260717_084129,C1_approach_aux,2052,79.472,80,70,0,22.7,4.24,180,
S1_futsal_C1_20260717_084129,C1_approach_aux,2061,79.756,80,70,0,23.7,4.06,187,
S1_futsal_C1_20260717_084129,C1_approach_aux,2070,80.053,80,70,1,24.4,3.95,190,
S1_futsal_C1_20260717_084129,C1_approach_aux,2079,80.391,80,70,1,24.2,3.98,182,
S1_futsal_C1_20260717_084129,C1_approach_aux,2088,80.696,80,70,0,25.5,3.78,185,
S1_futsal_C1_20260717_084129,C1_approach_aux,2097,80.989,80,70,0,25.6,3.76,208,
S1_futsal_C1_20260717_084129,C1_approach_aux,2106,81.288,79,70,0,25.7,3.75,207,
S1_futsal_C1_20260717_084129,C1_approach_aux,2115,81.589,80,70,0,,,207,
S1_futsal_C1_20260717_084129,C1_approach_aux,2124,81.918,79,70,0,27.8,3.46,192,
S1_futsal_C1_20260717_084129,C1_approach_aux,2133,82.220,79,70,0,28.3,3.40,178,
S1_futsal_C1_20260717_084129,C1_approach_aux,2142,82.531,79,70,0,29.0,3.32,199,
S1_futsal_C1_20260717_084129,C1_approach_aux,2151,82.874,80,70,0,30.0,3.21,193,
S1_futsal_C1_20260717_084129,C1_approach_aux,2160,83.187,81,70,0,31.0,3.11,189,
S1_futsal_C1_20260717_084129,C1_approach_aux,2169,83.533,81,70,0,,,182,
S1_futsal_C1_20260717_084129,C1_approach_aux,2178,83.831,81,70,0,32.5,2.96,190,
S1_futsal_C1_20260717_084129,C1_approach_aux,2187,84.120,83,70,0,33.3,2.89,190,
S1_futsal_C1_20260717_084129,C1_approach_aux,2196,84.433,83,70,0,34.2,2.82,195,
S1_futsal_C1_20260717_084129,C1_approach_aux,2205,84.722,83,70,0,35.5,2.71,196,
S1_futsal_C1_20260717_084129,C1_approach_aux,2214,85.020,83,70,0,36.2,2.66,181,
S1_futsal_C1_20260717_084129,C1_approach_aux,2223,85.321,82,70,0,37.7,2.55,191,
S1_futsal_C1_20260717_084129,C1_approach_aux,2232,85.629,81,70,0,38.9,2.48,192,
S1_futsal_C1_20260717_084129,C1_approach_aux,2241,85.922,80,70,0,39.5,2.44,194,
S1_futsal_C1_20260717_084129,C1_approach_aux,2250,86.222,79,70,0,40.2,2.40,188,
S1_futsal_C1_20260717_084129,C1_approach_aux,2259,86.522,80,70,0,40.4,2.38,180,
S1_futsal_C1_20260717_084129,C1_approach_aux,2268,86.822,80,70,0,40.9,2.35,192,
S1_futsal_C1_20260717_084129,C1_approach_aux,2277,87.121,82,70,0,41.1,2.34,189,
S1_futsal_C1_20260717_084129,C1_approach_aux,2286,87.430,82,70,0,41.6,2.31,198,
S1_futsal_C1_20260717_084129,C1_approach_aux,2295,87.723,82,70,1,41.8,2.30,193,
S1_futsal_C1_20260717_084129,C1_approach_aux,2304,88.023,82,70,0,41.5,2.32,194,
S1_futsal_C1_20260717_084129,C1_approach_aux,2313,88.324,82,70,0,41.3,2.33,192,
S1_futsal_C1_20260717_084129,C1_approach_aux,2322,88.637,81,70,0,41.3,2.33,201,
S1_futsal_C1_20260717_084129,C1_approach_aux,2331,88.990,81,70,0,41.0,2.35,197,
S1_futsal_C1_20260717_084129,C1_approach_aux,2340,89.287,81,70,0,41.3,2.33,200,
S1_futsal_C1_20260717_084129,C1_approach_aux,2349,89.598,80,70,0,41.3,2.33,221,
S1_futsal_C1_20260717_084129,C1_approach_aux,2358,89.888,81,70,1,41.0,2.35,202,
S1_futsal_C1_20260717_084129,C1_approach_aux,2367,90.187,79,70,0,40.8,2.36,213,
S1_futsal_C1_20260717_084129,C1_approach_aux,2376,90.504,79,70,0,41.0,2.35,198,
S1_futsal_C1_20260717_084129,C1_approach_aux,2385,90.763,79,70,0,41.8,2.30,209,
S1_futsal_C1_20260717_084129,C1_approach_aux,2394,91.088,80,70,1,41.6,2.31,215,
S1_futsal_C1_20260717_084129,C1_approach_aux,2403,91.406,79,70,0,42.6,2.26,194,
S1_futsal_C1_20260717_084129,C1_approach_aux,2412,91.703,79,70,0,43.6,2.21,193,
S1_futsal_C1_20260717_084129,C1_approach_aux,2421,91.988,79,70,0,45.2,2.13,205,
S1_futsal_C1_20260717_084129,C1_approach_aux,2430,92.289,80,70,0,45.9,2.10,203,
S1_futsal_C1_20260717_084129,C1_approach_aux,2439,92.588,81,70,0,46.9,2.05,205,
S1_futsal_C1_20260717_084129,C1_approach_aux,2448,92.887,80,70,0,47.8,2.01,202,
S1_futsal_C1_20260717_084129,C1_approach_aux,2457,93.189,80,70,0,,,205,
S1_futsal_C1_20260717_084129,C1_approach_aux,2466,93.503,79,70,0,,,202,
S1_futsal_C1_20260717_084129,C1_approach_aux,2475,93.763,80,70,0,,,208,
S1_futsal_C1_20260717_084129,C1_approach_aux,2484,94.087,80,70,1,,,200,
S1_futsal_C1_20260717_084129,C1_approach_aux,2493,94.390,79,70,1,,,207,
S1_futsal_C1_20260717_084129,C1_approach_aux,2502,94.698,78,70,1,,,146,blur_moderate
S1_futsal_C1_20260717_084129,C1_approach_aux,2511,94.996,78,70,1,,,182,
S1_futsal_C1_20260717_084129,C1_approach_aux,2520,95.288,79,70,0,,,165,
S1_futsal_C1_20260717_084129,C1_approach_aux,2529,95.589,80,70,0,,,179,
S1_futsal_C1_20260717_084129,C1_approach_aux,2538,95.887,81,70,0,,,192,
S1_futsal_C1_20260717_084129,C1_approach_aux,2547,96.190,81,70,0,,,198,
S1_futsal_C1_20260717_084129,C1_approach_aux,2556,96.489,82,70,0,,,206,
S1_futsal_C1_20260717_084129,C1_approach_aux,2565,96.829,84,70,0,,,203,
S1_futsal_C1_20260717_084129,C1_approach_aux,2574,97.124,83,70,0,,,195,
S1_futsal_C1_20260717_084129,C1_approach_aux,2583,97.423,82,70,0,,,189,
S1_futsal_C1_20260717_084129,C1_approach_aux,2592,97.723,82,70,0,,,181,
S1_futsal_C1_20260717_084129,C1_approach_aux,2601,98.021,81,70,0,47.6,2.02,191,
S1_futsal_C1_20260717_084129,C1_approach_aux,2610,98.336,81,70,0,47.6,2.02,195,
S1_futsal_C1_20260717_084129,C1_approach_aux,2619,98.621,81,70,0,,,191,
S1_futsal_C1_20260717_084129,C1_approach_aux,2628,98.921,82,70,0,,,216,
S1_futsal_C1_20260717_084129,C1_approach_aux,2637,99.220,83,70,0,,,195,
S1_futsal_C1_20260717_084129,C1_approach_aux,2646,99.523,83,70,0,,,191,
S1_futsal_C1_20260717_084129,C1_approach_aux,2655,99.878,81,70,0,46.5,2.07,203,
S1_futsal_C1_20260717_084129,C1_approach_aux,2664,100.157,81,70,0,46.3,2.08,197,
S1_futsal_C1_20260717_084129,C1_approach_aux,2673,100.463,82,70,0,46.0,2.09,182,
S1_futsal_C1_20260717_084129,C1_approach_aux,2682,100.757,82,70,0,46.1,2.09,175,
S1_futsal_C1_20260717_084129,C1_approach_aux,2691,101.091,81,70,0,45.4,2.12,187,
S1_futsal_C1_20260717_084129,C1_approach_aux,2700,101.388,82,70,0,46.1,2.09,193,
S1_futsal_C1_20260717_084129,C1_approach_aux,2709,101.688,81,70,0,46.6,2.07,205,
S1_futsal_C1_20260717_084129,C1_approach_aux,2718,101.983,82,70,0,,,188,
S1_futsal_C1_20260717_084129,C1_approach_aux,2727,102.288,82,70,0,,,191,
S1_futsal_C1_20260717_084129,C1_approach_aux,2736,102.589,84,70,0,,,212,
S1_futsal_C1_20260717_084129,C1_approach_aux,2745,102.904,81,70,0,,,192,
S1_futsal_C1_20260717_084129,C1_approach_aux,2754,103.187,81,70,0,,,203,
