epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
39,4999.75,0.66931,0.31857,0.86468,0.89376,0.8862,0.91507,0.63727,1.18031,0.53712,1.07132,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,5124.99,0.65912,0.31452,0.86401,0.89678,0.87627,0.90568,0.63598,1.19318,0.55987,1.07051,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,5248.44,0.6617,0.31479,0.86435,0.89344,0.87218,0.9025,0.63402,1.17666,0.53305,1.07261,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,5372.83,0.65863,0.31362,0.86162,0.89196,0.86356,0.8983,0.62778,1.19735,0.55842,1.08079,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,5497.14,0.65837,0.31162,0.86321,0.88011,0.86086,0.89629,0.62841,1.19284,0.55189,1.07466,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,5622.03,0.66277,0.31193,0.86431,0.8794,0.88535,0.91574,0.64652,1.14887,0.5238,1.0546,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,5746.72,0.65248,0.30945,0.85992,0.88594,0.89255,0.92287,0.64234,1.14575,0.52135,1.04793,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,5871.3,0.65774,0.30852,0.8637,0.89268,0.88308,0.91339,0.64402,1.17015,0.52698,1.06509,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,5996.18,0.65046,0.30683,0.86092,0.91287,0.8455,0.90955,0.64378,1.13898,0.52664,1.04654,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,6120.43,0.65143,0.3071,0.85885,0.89588,0.89528,0.92041,0.64964,1.15322,0.53505,1.06188,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,6315.95,0.63634,0.30064,0.85794,0.88369,0.88796,0.91999,0.6478,1.14498,0.53123,1.05676,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,6441.24,0.64918,0.30474,0.85835,0.89548,0.87896,0.91188,0.63649,1.17625,0.53571,1.0731,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,6565.47,0.64265,0.30156,0.86013,0.89604,0.8667,0.91087,0.63999,1.14556,0.5322,1.05593,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,6690.03,0.63864,0.30031,0.85532,0.92315,0.83857,0.90018,0.63839,1.17423,0.55803,1.07573,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,6814.2,0.64408,0.30022,0.85926,0.88788,0.88209,0.90625,0.63753,1.16788,0.55135,1.07394,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,6939.39,0.63752,0.29812,0.85998,0.87216,0.88704,0.90312,0.63387,1.19142,0.55643,1.08692,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,7063.66,0.63706,0.29686,0.85769,0.88541,0.86979,0.90486,0.63512,1.19201,0.54841,1.08208,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,7188.42,0.63239,0.29467,0.853,0.91802,0.8475,0.91055,0.63898,1.16358,0.52603,1.06169,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,7313.96,0.63055,0.29308,0.85632,0.9072,0.8672,0.90636,0.63934,1.15978,0.52678,1.07527,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,7438.92,0.62594,0.29152,0.85532,0.88888,0.8748,0.90917,0.63512,1.1835,0.54811,1.08227,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,7563.25,0.62942,0.2956,0.85424,0.894,0.86677,0.90266,0.63537,1.18005,0.56047,1.07631,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,7687.82,0.63512,0.29558,0.85812,0.91627,0.87159,0.91247,0.64075,1.15251,0.53632,1.0568,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,7813.08,0.62152,0.2907,0.85189,0.89955,0.86816,0.89808,0.63496,1.1706,0.54959,1.07877,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,7937.47,0.62306,0.28909,0.85066,0.88276,0.86844,0.89631,0.63253,1.17476,0.55431,1.08326,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,8061.71,0.62002,0.28679,0.85186,0.88214,0.87932,0.90011,0.63741,1.15684,0.53091,1.06498,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,8185.94,0.6173,0.28461,0.85285,0.90419,0.85915,0.90378,0.63939,1.16955,0.53821,1.06334,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,8311.26,0.61531,0.2841,0.8521,0.902,0.85251,0.89752,0.63656,1.18803,0.55715,1.0949,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,8435.61,0.61589,0.28516,0.85111,0.88173,0.89005,0.902,0.6349,1.18157,0.5456,1.08363,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,8560.63,0.61562,0.28353,0.85508,0.88741,0.88315,0.89878,0.63279,1.17925,0.54335,1.07564,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,8686.85,0.61668,0.28357,0.85123,0.88039,0.88431,0.90079,0.63168,1.1848,0.54411,1.07496,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,8816.38,0.60755,0.28159,0.85028,0.88397,0.89027,0.90512,0.635,1.18263,0.53008,1.07266,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,8949.78,0.60603,0.27958,0.85048,0.92666,0.84257,0.89835,0.63391,1.17978,0.53461,1.07821,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,9077.07,0.61408,0.28129,0.85248,0.933,0.84444,0.89944,0.63362,1.18398,0.53964,1.08313,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,9201.85,0.60567,0.277,0.84921,0.92473,0.85708,0.90323,0.63502,1.17508,0.53229,1.07488,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,9326.38,0.61211,0.27809,0.85256,0.92649,0.85063,0.89951,0.63361,1.17485,0.52213,1.07182,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,9450.81,0.60314,0.27538,0.8471,0.92759,0.85806,0.90663,0.63622,1.16424,0.51529,1.06828,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,9577.77,0.59992,0.27316,0.84674,0.9287,0.85432,0.90558,0.63681,1.16407,0.52052,1.06969,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,9701.43,0.60058,0.27406,0.84801,0.92404,0.85528,0.90256,0.63549,1.17228,0.52403,1.07515,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,9824.78,0.59579,0.27226,0.84577,0.92249,0.8484,0.90107,0.63731,1.17102,0.52736,1.07434,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,9948.73,0.59829,0.27125,0.84634,0.9188,0.85205,0.90188,0.63829,1.16187,0.52934,1.06951,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
