image,flight_key,frame_idx,n_boxes,classes,quality_flag,manifest_quality,capture_class,height_cm,occ_deployed_pct
S4_sizesweep_a_f000251.jpg,S4_sizesweep_a,251,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,110,
S4_sizesweep_a_f000260.jpg,S4_sizesweep_a,260,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,110,
S4_sizesweep_a_f000268.jpg,S4_sizesweep_a,268,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,110,
S4_sizesweep_a_f000277.jpg,S4_sizesweep_a,277,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,110,
S4_sizesweep_a_f000286.jpg,S4_sizesweep_a,286,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,110,
S4_sizesweep_a_f000295.jpg,S4_sizesweep_a,295,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,120,
S4_sizesweep_a_f000304.jpg,S4_sizesweep_a,304,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,130,
S4_sizesweep_a_f000313.jpg,S4_sizesweep_a,313,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,140,
S4_sizesweep_a_f000322.jpg,S4_sizesweep_a,322,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000330.jpg,S4_sizesweep_a,330,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000337.jpg,S4_sizesweep_a,337,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000343.jpg,S4_sizesweep_a,343,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000348.jpg,S4_sizesweep_a,348,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000353.jpg,S4_sizesweep_a,353,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000357.jpg,S4_sizesweep_a,357,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000361.jpg,S4_sizesweep_a,361,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000364.jpg,S4_sizesweep_a,364,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000368.jpg,S4_sizesweep_a,368,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000372.jpg,S4_sizesweep_a,372,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000376.jpg,S4_sizesweep_a,376,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000381.jpg,S4_sizesweep_a,381,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,160,
S4_sizesweep_a_f000387.jpg,S4_sizesweep_a,387,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,160,
S4_sizesweep_a_f000393.jpg,S4_sizesweep_a,393,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,160,
S4_sizesweep_a_f000394.jpg,S4_sizesweep_a,394,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,160,
S4_sizesweep_a_f000403.jpg,S4_sizesweep_a,403,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,160,
S4_sizesweep_a_f000412.jpg,S4_sizesweep_a,412,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,160,
S4_sizesweep_a_f000420.jpg,S4_sizesweep_a,420,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,160,
S4_sizesweep_a_f000428.jpg,S4_sizesweep_a,428,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,160,
S4_sizesweep_a_f000436.jpg,S4_sizesweep_a,436,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,160,
S4_sizesweep_a_f000445.jpg,S4_sizesweep_a,445,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,160,
S4_sizesweep_a_f000454.jpg,S4_sizesweep_a,454,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000462.jpg,S4_sizesweep_a,462,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000470.jpg,S4_sizesweep_a,470,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000477.jpg,S4_sizesweep_a,477,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000485.jpg,S4_sizesweep_a,485,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000493.jpg,S4_sizesweep_a,493,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000501.jpg,S4_sizesweep_a,501,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,160,
S4_sizesweep_a_f000509.jpg,S4_sizesweep_a,509,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,160,
S4_sizesweep_a_f000518.jpg,S4_sizesweep_a,518,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,160,
S4_sizesweep_a_f000526.jpg,S4_sizesweep_a,526,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000535.jpg,S4_sizesweep_a,535,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000543.jpg,S4_sizesweep_a,543,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000551.jpg,S4_sizesweep_a,551,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000558.jpg,S4_sizesweep_a,558,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000562.jpg,S4_sizesweep_a,562,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,160,
S4_sizesweep_a_f000571.jpg,S4_sizesweep_a,571,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,160,
S4_sizesweep_a_f000580.jpg,S4_sizesweep_a,580,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,160,
S4_sizesweep_a_f000588.jpg,S4_sizesweep_a,588,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,160,
S4_sizesweep_a_f000597.jpg,S4_sizesweep_a,597,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,160,
S4_sizesweep_a_f000605.jpg,S4_sizesweep_a,605,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000612.jpg,S4_sizesweep_a,612,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000619.jpg,S4_sizesweep_a,619,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000626.jpg,S4_sizesweep_a,626,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000633.jpg,S4_sizesweep_a,633,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000640.jpg,S4_sizesweep_a,640,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000647.jpg,S4_sizesweep_a,647,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000654.jpg,S4_sizesweep_a,654,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,160,
S4_sizesweep_a_f000662.jpg,S4_sizesweep_a,662,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,160,
S4_sizesweep_a_f000669.jpg,S4_sizesweep_a,669,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,160,
S4_sizesweep_a_f000677.jpg,S4_sizesweep_a,677,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,160,
S4_sizesweep_a_f000684.jpg,S4_sizesweep_a,684,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,160,
S4_sizesweep_a_f000691.jpg,S4_sizesweep_a,691,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,160,
S4_sizesweep_a_f000698.jpg,S4_sizesweep_a,698,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,160,
S4_sizesweep_a_f000704.jpg,S4_sizesweep_a,704,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,160,
S4_sizesweep_a_f000711.jpg,S4_sizesweep_a,711,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,160,
S4_sizesweep_a_f000717.jpg,S4_sizesweep_a,717,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,160,
S4_sizesweep_a_f000723.jpg,S4_sizesweep_a,723,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,160,
S4_sizesweep_a_f000724.jpg,S4_sizesweep_a,724,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000730.jpg,S4_sizesweep_a,730,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000739.jpg,S4_sizesweep_a,739,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000746.jpg,S4_sizesweep_a,746,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000753.jpg,S4_sizesweep_a,753,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000760.jpg,S4_sizesweep_a,760,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000765.jpg,S4_sizesweep_a,765,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000766.jpg,S4_sizesweep_a,766,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,160,
S4_sizesweep_a_f000772.jpg,S4_sizesweep_a,772,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,160,
S4_sizesweep_a_f000780.jpg,S4_sizesweep_a,780,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000788.jpg,S4_sizesweep_a,788,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,150,
S4_sizesweep_a_f000797.jpg,S4_sizesweep_a,797,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,160,
S4_sizesweep_a_f000805.jpg,S4_sizesweep_a,805,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,170,
S4_sizesweep_a_f000814.jpg,S4_sizesweep_a,814,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,180,
S4_sizesweep_a_f000822.jpg,S4_sizesweep_a,822,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,190,
S4_sizesweep_a_f000831.jpg,S4_sizesweep_a,831,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,200,
S4_sizesweep_a_f000839.jpg,S4_sizesweep_a,839,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,210,
S4_sizesweep_a_f000848.jpg,S4_sizesweep_a,848,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,210,
S4_sizesweep_a_f000853.jpg,S4_sizesweep_a,853,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,220,
S4_sizesweep_a_f000854.jpg,S4_sizesweep_a,854,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,220,
S4_sizesweep_a_f000862.jpg,S4_sizesweep_a,862,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,220,
S4_sizesweep_a_f000871.jpg,S4_sizesweep_a,871,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,220,
S4_sizesweep_a_f000880.jpg,S4_sizesweep_a,880,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,220,
S4_sizesweep_a_f000888.jpg,S4_sizesweep_a,888,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,230,
S4_sizesweep_a_f000896.jpg,S4_sizesweep_a,896,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,240,
S4_sizesweep_a_f000905.jpg,S4_sizesweep_a,905,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,260,
S4_sizesweep_a_f000913.jpg,S4_sizesweep_a,913,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,270,
S4_sizesweep_a_f000921.jpg,S4_sizesweep_a,921,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,280,
S4_sizesweep_a_f000929.jpg,S4_sizesweep_a,929,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,290,
S4_sizesweep_a_f000937.jpg,S4_sizesweep_a,937,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,300,
S4_sizesweep_a_f000946.jpg,S4_sizesweep_a,946,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,310,
S4_sizesweep_a_f000955.jpg,S4_sizesweep_a,955,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,320,
S4_sizesweep_a_f000964.jpg,S4_sizesweep_a,964,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,320,
S4_sizesweep_a_f000973.jpg,S4_sizesweep_a,973,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,320,
S4_sizesweep_a_f000982.jpg,S4_sizesweep_a,982,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,310,
S4_sizesweep_a_f000990.jpg,S4_sizesweep_a,990,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,310,
S4_sizesweep_a_f000998.jpg,S4_sizesweep_a,998,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,300,
S4_sizesweep_a_f001007.jpg,S4_sizesweep_a,1007,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,310,
S4_sizesweep_a_f001015.jpg,S4_sizesweep_a,1015,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,320,
S4_sizesweep_a_f001023.jpg,S4_sizesweep_a,1023,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,320,
S4_sizesweep_a_f001032.jpg,S4_sizesweep_a,1032,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,320,
S4_sizesweep_a_f001041.jpg,S4_sizesweep_a,1041,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,320,
S4_sizesweep_a_f001051.jpg,S4_sizesweep_a,1051,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,320,
S4_sizesweep_a_f001060.jpg,S4_sizesweep_a,1060,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,320,
S4_sizesweep_a_f001069.jpg,S4_sizesweep_a,1069,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,320,
S4_sizesweep_a_f001077.jpg,S4_sizesweep_a,1077,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,310,
S4_sizesweep_a_f001084.jpg,S4_sizesweep_a,1084,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,310,
S4_sizesweep_a_f001092.jpg,S4_sizesweep_a,1092,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,310,
S4_sizesweep_a_f001099.jpg,S4_sizesweep_a,1099,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,310,
S4_sizesweep_a_f001106.jpg,S4_sizesweep_a,1106,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,320,
S4_sizesweep_a_f001114.jpg,S4_sizesweep_a,1114,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,320,
S4_sizesweep_a_f001122.jpg,S4_sizesweep_a,1122,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,310,
S4_sizesweep_a_f001131.jpg,S4_sizesweep_a,1131,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,310,
S4_sizesweep_a_f001140.jpg,S4_sizesweep_a,1140,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,310,
S4_sizesweep_a_f001149.jpg,S4_sizesweep_a,1149,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,320,
S4_sizesweep_a_f001157.jpg,S4_sizesweep_a,1157,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,330,
S4_sizesweep_a_f001166.jpg,S4_sizesweep_a,1166,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,330,
S4_sizesweep_a_f001176.jpg,S4_sizesweep_a,1176,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,320,
S4_sizesweep_a_f001185.jpg,S4_sizesweep_a,1185,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,310,
S4_sizesweep_a_f001195.jpg,S4_sizesweep_a,1195,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,300,
S4_sizesweep_a_f001204.jpg,S4_sizesweep_a,1204,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,310,
S4_sizesweep_a_f001214.jpg,S4_sizesweep_a,1214,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,310,
S4_sizesweep_a_f001223.jpg,S4_sizesweep_a,1223,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,320,
S4_sizesweep_a_f001233.jpg,S4_sizesweep_a,1233,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,320,
S4_sizesweep_a_f001243.jpg,S4_sizesweep_a,1243,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,320,
S4_sizesweep_a_f001252.jpg,S4_sizesweep_a,1252,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,320,
S4_sizesweep_a_f001261.jpg,S4_sizesweep_a,1261,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,320,
S4_sizesweep_a_f001269.jpg,S4_sizesweep_a,1269,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,320,
S4_sizesweep_a_f001278.jpg,S4_sizesweep_a,1278,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,310,
S4_sizesweep_a_f001286.jpg,S4_sizesweep_a,1286,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,310,
S4_sizesweep_a_f001294.jpg,S4_sizesweep_a,1294,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,310,
S4_sizesweep_a_f001303.jpg,S4_sizesweep_a,1303,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,310,
S4_sizesweep_a_f001312.jpg,S4_sizesweep_a,1312,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,310,
S4_sizesweep_a_f001320.jpg,S4_sizesweep_a,1320,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,310,
S4_sizesweep_a_f001328.jpg,S4_sizesweep_a,1328,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,320,
S4_sizesweep_a_f001336.jpg,S4_sizesweep_a,1336,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,310,
S4_sizesweep_a_f001345.jpg,S4_sizesweep_a,1345,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,320,
S4_sizesweep_a_f001354.jpg,S4_sizesweep_a,1354,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,330,
S4_sizesweep_a_f001363.jpg,S4_sizesweep_a,1363,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,340,
S4_sizesweep_a_f001371.jpg,S4_sizesweep_a,1371,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,340,
S4_sizesweep_a_f001379.jpg,S4_sizesweep_a,1379,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,330,
S4_sizesweep_a_f001388.jpg,S4_sizesweep_a,1388,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,290,
S4_sizesweep_a_f001396.jpg,S4_sizesweep_a,1396,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,250,
S4_sizesweep_a_f001405.jpg,S4_sizesweep_a,1405,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,210,
S4_sizesweep_a_f001413.jpg,S4_sizesweep_a,1413,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,170,
S4_sizesweep_a_f001422.jpg,S4_sizesweep_a,1422,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,120,
S4_sizesweep_a_f001430.jpg,S4_sizesweep_a,1430,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,90,
S4_sizesweep_a_f001438.jpg,S4_sizesweep_a,1438,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,70,
S4_sizesweep_a_f001446.jpg,S4_sizesweep_a,1446,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,60,
S4_sizesweep_a_f001454.jpg,S4_sizesweep_a,1454,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,50,
S4_sizesweep_a_f001462.jpg,S4_sizesweep_a,1462,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,40,
S4_sizesweep_a_f001470.jpg,S4_sizesweep_a,1470,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,30,
S4_sizesweep_a_f001478.jpg,S4_sizesweep_a,1478,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,30,
S4_sizesweep_a_f001487.jpg,S4_sizesweep_a,1487,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,10,
S4_sizesweep_a_f001495.jpg,S4_sizesweep_a,1495,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,0,
S4_sizesweep_a_f001504.jpg,S4_sizesweep_a,1504,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,-10,
S4_sizesweep_a_f001513.jpg,S4_sizesweep_a,1513,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,-20,
S4_sizesweep_a_f001522.jpg,S4_sizesweep_a,1522,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,-20,
S4_sizesweep_a_f001531.jpg,S4_sizesweep_a,1531,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,-20,
S4_sizesweep_a_f001540.jpg,S4_sizesweep_a,1540,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,-20,
S4_sizesweep_a_f001549.jpg,S4_sizesweep_a,1549,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,-20,
S4_sizesweep_a_f001558.jpg,S4_sizesweep_a,1558,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,-20,
S4_sizesweep_a_f001567.jpg,S4_sizesweep_a,1567,3,atv_sherp+rc_car+truck_peterbilt,ok,ok,benchmark,-20,
