image,flight,role,run_len,run_start,run_end
S1_futsal_C3clean_20260725_083013_f001323.jpg,S1_futsal_C3clean_20260725_083013,C2_natural_occ,72,S1_futsal_C3clean_20260725_083013_f000861.jpg,S1_futsal_C3clean_20260725_083013_f001365.jpg
S1_futsal_C3clean_20260725_083013_f001330.jpg,S1_futsal_C3clean_20260725_083013,C2_natural_occ,72,S1_futsal_C3clean_20260725_083013_f000861.jpg,S1_futsal_C3clean_20260725_083013_f001365.jpg
S1_futsal_C3clean_20260725_083013_f001337.jpg,S1_futsal_C3clean_20260725_083013,C2_natural_occ,72,S1_futsal_C3clean_20260725_083013_f000861.jpg,S1_futsal_C3clean_20260725_083013_f001365.jpg
S1_futsal_C3clean_20260725_083013_f001344.jpg,S1_futsal_C3clean_20260725_083013,C2_natural_occ,72,S1_futsal_C3clean_20260725_083013_f000861.jpg,S1_futsal_C3clean_20260725_083013_f001365.jpg
S1_futsal_C3clean_20260725_083013_f001351.jpg,S1_futsal_C3clean_20260725_083013,C2_natural_occ,72,S1_futsal_C3clean_20260725_083013_f000861.jpg,S1_futsal_C3clean_20260725_083013_f001365.jpg
S1_futsal_C3clean_20260725_083013_f001358.jpg,S1_futsal_C3clean_20260725_083013,C2_natural_occ,72,S1_futsal_C3clean_20260725_083013_f000861.jpg,S1_futsal_C3clean_20260725_083013_f001365.jpg
S1_futsal_C3clean_20260725_083013_f001365.jpg,S1_futsal_C3clean_20260725_083013,C2_natural_occ,72,S1_futsal_C3clean_20260725_083013_f000861.jpg,S1_futsal_C3clean_20260725_083013_f001365.jpg
S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002112.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002120.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002128.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002136.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002144.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002152.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002160.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002168.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002176.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002184.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002192.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002200.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002208.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002216.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002224.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002232.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002240.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002248.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002256.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002264.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002272.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002280.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002288.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002296.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002304.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002312.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002320.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002328.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002336.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002344.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002352.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002360.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002368.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002376.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002384.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002392.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002400.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002408.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002416.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002424.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002432.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002440.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002448.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002456.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002464.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002472.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002480.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002488.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002496.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002504.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
S1_futsal_C3occ_20260727_081515_f002512.jpg,S1_futsal_C3occ_20260727_081515,C3_PAIR_occluded,69,S1_futsal_C3occ_20260727_081515_f002104.jpg,S1_futsal_C3occ_20260727_081515_f002648.jpg
